age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,v_decile_score,priors_count,sex.Female,two_year_recid,race.African.American,race.Asian,race.Caucasian,race.Hispanic,race.Native.American,c_jail_in,c_jail_out,c_offense_date,screening_date,in_custody,out_custody
37,0,1,0,0,1,0,1,0,0,0,1,0,0,0.818955973771609,0.819041130886486,0.818955973771609,0.819041130886486,0.818955973771609,0.819041130886486
32,0,2,0,0,2,2,0,1,0,0,1,0,0,0.793068210849016,0.793493996423401,0.793068210849016,0.793153367963893,0.800476879843311,0.800476879843311
36,0,5,0,0,3,4,0,1,1,0,0,0,0,0.811887933236822,0.812143404581453,0.811887933236822,0.811973090351699,0.811887933236822,0.812143404581453
31,0,8,0,0,5,0,1,0,1,0,0,0,0,0.804308950012774,0.804479264242527,0.804308950012774,0.80439410712765,0.804308950012774,0.804479264242527
26,0,7,0,0,5,4,1,1,1,0,0,0,0,0.804053478668143,0.80413863578302,0.804053478668143,0.804053478668143,0.8175083028187,0.824065400664226
38,0,1,0,0,1,0,1,0,0,0,1,0,0,0.808737119986375,0.808822277101252,0.808737119986375,0.808822277101252,0.808737119986375,0.808822277101252
53,0,3,0,0,1,2,0,0,1,0,0,0,0,0.788043941071277,0.788129098186153,0.788043941071277,0.788129098186153,0.788043941071277,0.788129098186153
21,0,10,0,0,9,0,0,1,1,0,0,0,0,0.786085327429107,0.786170484543984,0.786085327429107,0.786511113003491,0.790854125862216,0.790939282977093
26,0,3,0,0,3,0,0,1,1,0,0,0,0,0.79213148258537,0.792216639700247,0.79213148258537,0.792216639700247,0.814102018223623,0.814187175338499
47,0,3,0,0,1,1,0,1,0,0,1,0,0,0.806097249425189,0.806182406540066,0.806097249425189,0.806182406540066,0.851145363195095,0.862215788129098
30,0,10,0,0,5,8,0,1,1,0,0,0,0,0.826024014306395,0.826194328536149,0.826024014306395,0.826109171421272,0.826960742570042,0.837520224814783
45,0,3,0,0,1,10,0,1,1,0,0,0,0,0.805756620965682,0.805841778080559,0.805756620965682,0.805841778080559,0.805756620965682,0.805841778080559
50,0,1,0,0,1,2,0,0,0,0,1,0,0,0.782508728604275,0.782508728604275,0.782423571489398,0.782508728604275,0.782508728604275,0.782508728604275
29,0,6,0,0,4,1,0,0,0,0,1,0,0,0.819892702035255,0.819892702035255,0.819807544920378,0.819892702035255,0.819892702035255,0.819892702035255
26,0,4,0,0,4,0,0,0,0,0,1,0,0,0.792216639700247,0.792216639700247,0.792216639700247,0.792216639700247,0.792216639700247,0.792216639700247
47,0,1,0,0,1,0,0,0,0,0,0,1,0,0.790343183172954,0.790428340287831,0.790343183172954,0.790343183172954,0.790343183172954,0.790428340287831
49,0,3,0,0,1,1,0,1,1,0,0,0,0,0.788384569530784,0.790002554713446,0.788384569530784,0.788384569530784,0.794856510261432,0.800476879843311
24,0,2,0,2,4,1,0,1,1,0,0,0,0,0.784126713786937,0.784126713786937,0.78404155667206,0.784126713786937,0.817082517244316,0.817167674359193
40,0,2,0,0,1,0,0,0,0,0,0,1,0,0.813676232649238,0.813761389764115,0.813591075534361,0.813846546878992,0.813676232649238,0.813761389764115
62,0,1,0,0,1,2,1,1,0,0,1,0,0,0.807630077492975,0.811121519202929,0.807544920378098,0.811206676317806,0.842459337477646,0.842885123052031
30,0,10,0,0,8,5,1,1,0,0,1,0,0,0.784722813591076,0.785318913395214,0.784722813591076,0.784722813591076,0.804734735587158,0.807289449033467
20,0,8,0,0,7,0,1,0,1,0,0,0,0,0.82031848760964,0.82031848760964,0.820233330494763,0.82031848760964,0.82031848760964,0.82031848760964
29,0,7,0,0,6,7,0,1,0,0,1,0,0,0.804223792897897,0.808141020182236,0.804223792897897,0.809929319594652,0.882057395895427,0.88393085242272
24,0,2,0,0,3,1,0,0,1,0,0,0,0,0.800476879843311,0.805415992506174,0.800391722728434,0.805501149621051,0.800476879843311,0.805415992506174
54,0,3,0,0,2,1,1,0,0,0,1,0,0,0.809844162479775,0.812143404581453,0.809759005364898,0.813931703993869,0.809844162479775,0.812143404581453
50,0,2,0,0,1,7,0,0,1,0,0,0,0,0.785233756280337,0.785318913395214,0.785233756280337,0.785318913395214,0.785233756280337,0.785318913395214
40,0,1,0,0,1,3,0,0,0,0,1,0,0,0.791535382781231,0.791620539896108,0.791535382781231,0.791620539896108,0.791535382781231,0.791620539896108
30,0,7,0,0,6,4,1,1,1,0,0,0,0,0.801839393681342,0.801924550796219,0.737460614834369,0.783700928212552,0.801839393681342,0.801924550796219
24,0,6,0,0,5,0,0,1,0,0,0,1,0,0.789406454909308,0.789491612024185,0.789406454909308,0.789406454909308,0.789406454909308,0.789491612024185
54,0,1,0,0,1,3,0,1,0,0,1,0,0,0.792812739504386,0.792983053734139,0.792812739504386,0.792897896619263,0.816827045899685,0.816912203014562
35,0,8,0,0,5,10,1,0,0,0,0,1,0,0.807459763263221,0.810099633824406,0.807459763263221,0.810866047858299,0.807459763263221,0.810099633824406
49,0,1,0,0,1,0,1,1,0,0,1,0,0,0.793153367963893,0.793153367963893,0.782253257259644,0.782338414374521,0.793153367963893,0.793153367963893
43,0,6,0,0,2,9,0,1,1,0,0,0,0,0.789321297794431,0.789406454909308,0.789321297794431,0.789406454909308,0.789576769139062,0.79630418121434
25,0,9,1,0,8,11,0,1,1,0,0,0,0,0.794175253342417,0.794771353146555,0.794175253342417,0.794260410457294,0.80635272076982,0.827812313718811
24,0,6,0,0,4,5,0,1,1,0,0,0,0,0.792983053734139,0.802946436174742,0.785574384739845,0.785659541854722,0.792983053734139,0.802946436174742
20,0,4,0,0,7,0,0,1,0,0,0,0,0,0.801583922336711,0.802605807715235,0.801583922336711,0.801669079451588,0.801583922336711,0.802605807715235
31,0,5,0,0,7,3,0,0,0,0,1,0,0,0.808481648641744,0.811206676317806,0.808481648641744,0.811632461892191,0.82534275738738,0.825938857191518
62,0,1,0,0,1,0,1,0,0,0,1,0,0,0.805756620965682,0.805756620965682,0.805671463850805,0.805756620965682,0.805756620965682,0.805756620965682
60,0,7,0,0,3,0,1,0,0,0,1,0,0,0.788980669334923,0.790087711828323,0.788980669334923,0.788980669334923,0.788980669334923,0.790087711828323
35,0,1,0,0,1,0,0,0,0,0,1,0,0,0.818530188197224,0.818615345312101,0.818530188197224,0.818615345312101,0.818530188197224,0.818615345312101
24,0,7,0,0,5,0,1,0,1,0,0,0,0,0.806012092310313,0.806097249425189,0.806012092310313,0.806097249425189,0.806012092310313,0.806097249425189
41,0,9,0,0,6,17,0,1,0,0,1,0,0,0.798092480626756,0.802094865025973,0.767691390615686,0.783530613982798,0.798092480626756,0.802094865025973
35,0,5,0,0,2,4,0,1,0,0,1,0,0,0.829089670441965,0.829174827556842,0.829089670441965,0.829174827556842,0.862982202162991,0.869624457123393
23,0,10,1,0,8,1,0,0,1,0,0,0,0,0.863152516392745,0.863493144852252,0.747253683045218,0.804479264242527,0.863152516392745,0.863493144852252
23,0,2,0,0,3,2,0,1,1,0,0,0,0,0.817593459933577,0.817678617048454,0.817593459933577,0.817678617048454,0.817593459933577,0.817678617048454
20,0,3,0,0,5,0,0,1,0,0,0,1,0,0.821510687217917,0.821595844332794,0.821510687217917,0.821595844332794,0.830963126969258,0.83453972579409
23,0,2,1,0,4,1,0,0,0,0,1,0,0,0.820744273184025,0.820829430298901,0.820744273184025,0.820829430298901,0.820744273184025,0.820829430298901
21,1,7,2,2,8,3,1,0,1,0,0,0,0,0.830111555820489,0.835135825598229,0.759942093161884,0.784211870901814,0.830111555820489,0.835135825598229
24,0,5,0,0,7,0,0,0,1,0,0,0,0,0.806608192114451,0.806948820573959,0.806608192114451,0.806693349229328,0.806608192114451,0.806948820573959
28,0,8,0,0,4,9,0,1,1,0,0,0,0,0.812398875926084,0.812484033040961,0.812398875926084,0.812484033040961,0.814187175338499,0.814272332453376
49,0,2,0,0,1,3,0,0,1,0,0,0,0,0.79102444009197,0.791109597206847,0.79102444009197,0.79102444009197,0.79102444009197,0.791109597206847
21,0,3,0,0,6,0,0,1,1,0,0,0,0,0.80941837690539,0.809588691135144,0.80941837690539,0.809503534020267,0.80941837690539,0.809588691135144
33,0,5,0,0,2,2,1,1,0,0,1,0,0,0.787532998382015,0.791194754321724,0.787532998382015,0.787618155496892,0.787532998382015,0.791194754321724
25,0,4,0,0,6,1,0,1,0,0,0,0,0,0.80132845099208,0.806267563654943,0.80132845099208,0.801413608106957,0.80132845099208,0.806267563654943
30,0,1,0,0,1,0,0,0,0,0,0,1,0,0.80831133441199,0.808396491526867,0.80831133441199,0.808396491526867,0.80831133441199,0.808396491526867
42,0,2,0,0,1,0,0,0,0,0,0,0,1,0.785659541854722,0.785915013199353,0.785659541854722,0.785744698969599,0.785659541854722,0.785915013199353
29,0,10,0,0,5,11,1,1,0,0,1,0,0,0.843310908626416,0.846291407647109,0.843310908626416,0.843566379971047,0.84850549263391,0.848675806863664
24,0,6,0,0,5,5,0,0,0,0,0,0,0,0.805586306735928,0.805671463850805,0.805586306735928,0.805671463850805,0.805586306735928,0.805671463850805
31,0,3,0,0,2,2,0,1,0,0,1,0,0,0.838031167504045,0.838116324618922,0.838031167504045,0.838116324618922,0.842799965937154,0.846291407647109
30,0,5,0,0,2,0,1,0,0,0,1,0,0,0.788469726645661,0.788554883760538,0.788469726645661,0.788469726645661,0.788469726645661,0.788554883760538
31,0,4,0,0,5,0,0,0,0,0,1,0,0,0.786596270118368,0.79323852507877,0.786596270118368,0.786681427233245,0.786596270118368,0.79323852507877
37,0,3,0,0,2,1,1,0,0,0,1,0,0,0.784552499361322,0.784637656476199,0.784552499361322,0.786681427233245,0.784552499361322,0.784637656476199
43,0,2,0,0,1,0,0,1,0,0,0,1,0,0.826024014306395,0.826024014306395,0.826024014306395,0.826364642765903,0.826024014306395,0.826024014306395
49,0,6,0,0,2,8,0,1,0,0,1,0,0,0.802520650600358,0.802861279059865,0.802520650600358,0.802520650600358,0.802520650600358,0.802861279059865
44,0,2,0,0,3,0,0,1,0,0,1,0,0,0.823980243549349,0.824746657583241,0.823980243549349,0.824065400664226,0.856339947202589,0.857446989695989
38,0,4,0,0,2,0,0,0,0,0,1,0,0,0.786085327429107,0.799540151579665,0.786085327429107,0.786085327429107,0.786085327429107,0.799540151579665
34,0,3,0,0,2,0,1,0,1,0,0,0,0,0.786851741462999,0.786936898577876,0.786851741462999,0.786936898577876,0.863407987737375,0.869539300008516
36,0,1,0,0,1,0,0,0,0,0,1,0,0,0.809759005364898,0.811887933236822,0.809759005364898,0.809844162479775,0.809759005364898,0.811887933236822
32,0,2,0,0,2,0,0,0,0,0,0,1,0,0.813080132845099,0.813591075534361,0.813080132845099,0.813591075534361,0.813080132845099,0.813591075534361
23,0,9,0,0,8,0,0,0,1,0,0,0,0,0.794260410457294,0.794345567572171,0.794260410457294,0.794345567572171,0.794260410457294,0.794345567572171
35,0,1,0,0,1,0,0,0,1,0,0,0,0,0.808141020182236,0.808226177297113,0.808055863067359,0.808226177297113,0.808141020182236,0.808226177297113
30,0,8,0,0,2,2,0,1,0,0,1,0,0,0.814698118027761,0.817763774163331,0.814698118027761,0.817763774163331,0.820999744528655,0.821851315677425
45,0,3,0,0,2,3,1,0,0,0,1,0,0,0.829430298901473,0.833177211956059,0.759942093161884,0.800817508302819,0.829430298901473,0.833177211956059
42,0,1,0,0,1,0,1,1,1,0,0,0,0,0.805501149621051,0.805671463850805,0.802861279059865,0.802861279059865,0.805501149621051,0.805671463850805
40,0,1,0,0,1,0,0,0,0,0,0,1,0,0.816827045899685,0.816827045899685,0.816827045899685,0.816827045899685,0.816827045899685,0.816827045899685
27,0,4,0,0,4,1,0,0,0,0,0,0,0,0.813080132845099,0.813591075534361,0.813080132845099,0.813165289959976,0.813080132845099,0.813591075534361
60,0,3,0,0,1,12,0,0,1,0,0,0,0,0.792642425274632,0.792727582389509,0.792642425274632,0.792727582389509,0.82755684237418,0.827727156603934
34,0,4,0,0,3,2,0,1,1,0,0,0,0,0.837435067699906,0.839478838456953,0.837435067699906,0.837520224814783,0.847824235714894,0.847909392829771
24,0,8,0,0,4,4,0,0,0,0,1,0,0,0.788043941071277,0.788129098186153,0.788043941071277,0.788129098186153,0.801669079451588,0.802094865025973
29,1,10,1,1,9,4,0,1,1,0,0,0,0,0.785489227624968,0.815720003406285,0.785404070510091,0.785489227624968,0.785489227624968,0.815720003406285
32,0,1,0,0,1,0,0,0,0,0,0,1,0,0.787788469726646,0.787873626841523,0.787788469726646,0.787873626841523,0.787788469726646,0.787873626841523
32,0,4,0,0,3,1,0,0,1,0,0,0,0,0.783615771097675,0.783615771097675,0.783615771097675,0.783615771097675,0.783615771097675,0.783615771097675
20,0,10,0,0,9,0,0,1,0,0,1,0,0,0.800647194073065,0.800732351187942,0.800647194073065,0.800817508302819,0.86468534446053,0.86468534446053
51,0,1,0,0,1,3,0,1,0,0,1,0,0,0.790598654517585,0.790683811632462,0.790598654517585,0.790683811632462,0.805756620965682,0.805841778080559
58,0,3,0,0,2,2,0,0,0,0,1,0,0,0.806523034999574,0.806948820573959,0.806523034999574,0.807289449033467,0.806523034999574,0.806948820573959
32,0,1,0,0,2,0,1,1,0,0,1,0,0,0.808992591331006,0.809077748445883,0.808992591331006,0.809077748445883,0.808992591331006,0.809077748445883
30,0,6,0,0,5,9,0,1,0,0,1,0,0,0.814868432257515,0.815464532061654,0.814868432257515,0.814953589372392,0.817934088393085,0.820488801839394
40,0,1,0,0,1,0,0,0,0,0,0,0,0,0.782679042834029,0.782764199948906,0.782679042834029,0.782764199948906,0.782679042834029,0.782764199948906
23,0,9,0,0,8,4,0,0,0,0,0,1,0,0.802350336370604,0.804649578472281,0.802350336370604,0.804649578472281,0.822873201055948,0.823469300860087
53,0,3,0,0,1,1,1,0,0,0,1,0,0,0.7912799114366,0.791365068551477,0.7912799114366,0.791365068551477,0.7912799114366,0.791365068551477
44,0,1,0,0,1,0,0,0,0,0,1,0,0,0.816486417440177,0.816656731669931,0.816486417440177,0.816571574555054,0.816486417440177,0.816656731669931
28,0,2,0,0,3,0,0,0,1,0,0,0,0,0.80107297964745,0.80107297964745,0.800987822532573,0.80107297964745,0.80107297964745,0.80107297964745
53,0,1,0,0,1,4,0,0,0,0,1,0,0,0.785318913395214,0.785318913395214,0.785233756280337,0.785318913395214,0.79630418121434,0.796389338329217
20,0,3,0,0,5,1,0,0,1,0,0,0,0,0.818615345312101,0.818700502426978,0.818615345312101,0.820659116069148,0.818615345312101,0.818700502426978
21,0,6,0,0,6,0,0,0,1,0,0,0,0,0.810610576513668,0.810610576513668,0.810525419398791,0.811121519202929,0.810610576513668,0.810610576513668
60,0,1,0,0,1,1,0,0,0,0,0,1,0,0.791535382781231,0.793068210849016,0.791535382781231,0.793068210849016,0.791535382781231,0.793068210849016
26,0,2,0,0,3,1,0,1,0,0,0,1,0,0.837264753470152,0.837349910585029,0.837264753470152,0.837349910585029,0.846376564761986,0.846461721876863
26,0,9,0,0,6,5,1,1,1,0,0,0,0,0.838201481733799,0.838797581537937,0.838201481733799,0.838286638848676,0.838201481733799,0.838797581537937
45,0,2,0,0,2,0,0,0,0,0,1,0,0,0.803542535978881,0.803798007323512,0.803542535978881,0.803627693093758,0.803542535978881,0.803798007323512
38,0,1,0,0,1,2,0,0,0,1,0,0,0,0.810951204973176,0.811632461892191,0.810951204973176,0.810951204973176,0.810951204973176,0.811632461892191
23,0,5,0,0,4,6,0,1,0,0,1,0,0,0.835902239632121,0.835987396746998,0.835902239632121,0.835987396746998,0.835902239632121,0.835987396746998
37,0,4,0,0,4,1,0,0,1,0,0,0,0,0.794430724687048,0.797496380822618,0.794345567572171,0.806267563654943,0.794430724687048,0.797496380822618
20,0,8,0,0,7,0,1,1,1,0,0,0,0,0.836072553861875,0.837094439240399,0.833262369070936,0.833347526185813,0.836072553861875,0.837094439240399
54,0,2,0,0,1,4,0,0,0,0,1,0,0,0.785744698969599,0.78600017031423,0.785744698969599,0.785829856084476,0.785744698969599,0.78600017031423
47,0,1,0,0,1,7,0,1,1,0,0,0,0,0.831559226773397,0.831644383888274,0.831559226773397,0.831644383888274,0.861364216980329,0.861449374095206
26,0,7,0,0,3,0,0,1,0,0,1,0,0,0.790087711828323,0.790258026058077,0.790087711828323,0.790343183172954,0.795111981606063,0.795793238525079
22,0,8,0,0,9,0,0,1,1,0,0,0,0,0.791620539896108,0.791705697010985,0.791620539896108,0.791705697010985,0.877629225921826,0.88197223878055
28,0,7,0,0,7,11,0,0,0,0,0,1,0,0.808055863067359,0.808141020182236,0.808055863067359,0.808055863067359,0.863493144852252,0.864174401771268
26,0,4,0,0,3,0,0,1,1,0,0,0,0,0.804649578472281,0.804734735587158,0.804649578472281,0.804734735587158,0.812739504385591,0.812739504385591
32,1,10,2,0,10,17,0,1,1,0,0,0,0,0.831899855232905,0.849697692242187,0.824746657583241,0.824746657583241,0.831899855232905,0.849697692242187
26,0,2,0,0,3,0,0,0,1,0,0,0,0,0.802094865025973,0.80218002214085,0.802094865025973,0.80218002214085,0.802094865025973,0.80218002214085
32,0,3,0,0,2,4,0,0,0,0,0,0,0,0.7879587839564,0.7879587839564,0.787873626841523,0.7879587839564,0.7879587839564,0.7879587839564
58,0,1,0,0,1,4,1,0,1,0,0,0,0,0.811036362088052,0.811121519202929,0.811036362088052,0.811121519202929,0.811036362088052,0.811121519202929
33,0,2,0,0,3,0,0,0,0,0,0,0,0,0.788129098186153,0.78821425530103,0.788129098186153,0.78821425530103,0.788129098186153,0.78821425530103
22,0,3,0,1,4,1,1,0,0,0,1,0,0,0.806267563654943,0.806267563654943,0.806267563654943,0.808141020182236,0.806267563654943,0.806267563654943
21,2,10,0,1,9,2,0,1,1,0,0,0,0,0.810440262283914,0.822362258366687,0.810440262283914,0.810525419398791,0.810440262283914,0.822362258366687
31,0,7,0,0,4,0,0,1,0,0,1,0,0,0.786085327429107,0.7890658264498,0.78600017031423,0.786085327429107,0.809759005364898,0.812654347270715
23,0,7,0,0,6,0,0,0,1,0,0,0,0,0.79323852507877,0.793323682193647,0.79323852507877,0.793323682193647,0.79323852507877,0.793323682193647
30,0,4,0,0,4,6,0,0,1,0,0,0,0,0.783786085327429,0.79519713872094,0.783786085327429,0.783871242442306,0.783786085327429,0.79519713872094
25,0,9,3,1,7,15,0,1,1,0,0,0,0,0.788384569530784,0.788554883760538,0.788384569530784,0.788469726645661,0.788384569530784,0.788554883760538
20,0,7,0,1,6,0,0,1,1,0,0,0,0,0.838542110193307,0.838627267308184,0.838542110193307,0.838627267308184,0.838882738652814,0.841352294984246
33,0,2,0,0,2,1,0,1,1,0,0,0,0,0.80413863578302,0.80439410712765,0.80413863578302,0.804223792897897,0.814527803798007,0.814698118027761
59,0,4,0,0,1,1,0,0,1,0,0,0,0,0.788640040875415,0.788725197990292,0.788640040875415,0.788725197990292,0.788640040875415,0.788725197990292
23,0,3,0,0,5,0,0,0,1,0,0,0,0,0.784722813591076,0.784807970705952,0.784722813591076,0.784807970705952,0.815890317636038,0.825853700076641
66,0,1,0,0,1,0,0,0,0,0,0,0,0,0.818785659541855,0.818870816656732,0.818785659541855,0.818870816656732,0.818785659541855,0.818870816656732
28,0,7,0,0,3,1,0,0,1,0,0,0,0,0.788469726645661,0.788640040875415,0.788469726645661,0.788554883760538,0.788469726645661,0.788640040875415
22,0,6,0,0,7,1,0,1,1,0,0,0,0,0.811717619007068,0.812058247466576,0.811717619007068,0.811802776121945,0.811717619007068,0.812058247466576
35,0,4,0,0,2,1,0,0,1,0,0,0,0,0.784893127820829,0.784893127820829,0.784807970705952,0.784893127820829,0.784893127820829,0.784893127820829
53,0,1,0,0,1,0,0,0,0,0,1,0,0,0.792897896619263,0.792897896619263,0.792897896619263,0.792897896619263,0.86468534446053,0.86468534446053
48,0,1,0,0,1,0,1,0,0,0,1,0,0,0.790768968747339,0.790854125862216,0.790768968747339,0.790854125862216,0.790768968747339,0.790854125862216
44,0,1,0,0,1,0,0,0,0,0,1,0,0,0.792386953930001,0.792472111044878,0.792386953930001,0.792386953930001,0.792386953930001,0.792472111044878
31,0,2,0,0,2,10,0,1,0,0,1,0,0,0.842203866133015,0.842374180362769,0.842203866133015,0.8437366942008,0.849186749552925,0.849271906667802
56,0,1,0,0,1,9,0,0,0,0,0,0,0,0.805160521161543,0.816997360129439,0.805160521161543,0.817678617048454,0.805160521161543,0.816997360129439
20,0,9,1,1,7,2,0,1,1,0,0,0,0,0.821255215873286,0.82142553010304,0.821255215873286,0.821340372988163,0.835561611172614,0.83564676828749
28,0,4,0,1,3,4,1,0,1,0,0,0,0,0.808822277101252,0.808822277101252,0.808822277101252,0.808822277101252,0.808822277101252,0.808822277101252
27,0,6,0,0,5,1,0,1,0,0,1,0,0,0.789321297794431,0.791194754321724,0.789321297794431,0.789406454909308,0.799199523120157,0.80413863578302
31,0,3,0,0,2,7,0,0,0,0,1,0,0,0.819126288001363,0.819211445116239,0.819126288001363,0.819211445116239,0.819126288001363,0.819211445116239
23,1,9,0,0,9,1,0,0,1,0,0,0,0,0.801413608106957,0.801839393681342,0.801413608106957,0.801498765221834,0.801413608106957,0.801839393681342
34,0,10,2,1,6,19,0,1,1,0,0,0,0,0.815123903602146,0.815549689176531,0.815123903602146,0.815209060717023,0.838712424423061,0.838797581537937
37,0,2,0,0,1,0,0,1,0,0,1,0,0,0.791790854125862,0.791876011240739,0.791705697010985,0.79213148258537,0.847398450140509,0.852593034148003
33,0,1,0,0,2,0,0,1,1,0,0,0,0,0.816571574555054,0.816912203014562,0.816571574555054,0.816912203014562,0.830111555820489,0.831388912543643
27,0,8,0,0,6,3,0,1,1,0,0,0,0,0.833773311760198,0.833858468875075,0.833773311760198,0.833858468875075,0.838116324618922,0.838797581537937
25,0,4,0,0,3,2,0,1,0,0,1,0,0,0.786511113003491,0.786596270118368,0.786511113003491,0.786511113003491,0.796644809673848,0.80107297964745
21,0,6,0,0,8,0,0,0,0,0,0,0,0,0.787277527037384,0.787447841267138,0.787277527037384,0.787362684152261,0.787277527037384,0.787447841267138
52,0,1,0,0,1,2,0,0,0,0,1,0,0,0.793153367963893,0.79323852507877,0.789747083368815,0.79323852507877,0.793153367963893,0.79323852507877
34,0,2,0,1,1,0,0,0,0,0,1,0,0,0.79102444009197,0.791109597206847,0.79102444009197,0.791109597206847,0.845780464957847,0.846291407647109
53,0,1,0,0,1,0,0,1,1,0,0,0,0,0.784297028016691,0.784382185131568,0.784211870901814,0.784297028016691,0.79715575236311,0.797240909477987
30,0,8,0,0,3,8,1,1,1,0,0,0,0,0.792642425274632,0.792727582389509,0.792642425274632,0.792727582389509,0.792642425274632,0.792727582389509
42,0,3,0,0,2,1,0,1,0,0,1,0,0,0.807885548837605,0.807970705952482,0.807885548837605,0.807970705952482,0.820063016265009,0.820148173379886
26,0,4,0,0,2,3,0,1,1,0,0,0,0,0.834795197138721,0.834795197138721,0.834795197138721,0.834795197138721,0.834795197138721,0.834795197138721
39,0,2,0,0,1,1,0,1,0,0,0,0,0,0.804819892702035,0.804905049816912,0.804819892702035,0.804905049816912,0.811632461892191,0.812143404581453
30,2,9,0,0,5,20,0,1,1,0,0,0,0,0.802435493485481,0.829430298901473,0.802435493485481,0.802435493485481,0.836924125010645,0.858043089500128
26,0,6,0,0,4,1,1,1,1,0,0,0,0,0.803968321553266,0.80635272076982,0.803968321553266,0.804053478668143,0.819722387805501,0.829770927360981
41,0,1,0,0,1,0,0,0,1,0,0,0,0,0.813931703993869,0.814016861108746,0.813931703993869,0.813931703993869,0.813931703993869,0.814016861108746
23,1,5,0,1,4,5,0,1,0,0,1,0,0,0.835135825598229,0.839734309801584,0.835135825598229,0.835135825598229,0.846121093417355,0.848079707059525
52,0,1,0,0,1,1,0,0,0,0,1,0,0,0.807289449033467,0.80941837690539,0.807289449033467,0.807374606148344,0.807289449033467,0.80941837690539
23,0,6,0,0,6,0,1,0,1,0,0,0,0,0.788299412415907,0.788384569530784,0.788299412415907,0.788384569530784,0.788299412415907,0.788384569530784
30,0,7,0,0,6,2,0,0,1,0,0,0,0,0.784722813591076,0.784807970705952,0.625819637230691,0.784807970705952,0.813761389764115,0.82227710125181
28,0,3,0,1,3,3,0,1,0,0,0,1,0,0.82031848760964,0.820488801839394,0.82031848760964,0.820403644724517,0.82031848760964,0.820488801839394
26,0,5,0,0,3,3,1,1,1,0,0,0,0,0.849357063782679,0.850038320701695,0.814187175338499,0.840245252490846,0.849357063782679,0.850038320701695
44,0,2,0,0,1,2,0,0,1,0,0,0,0,0.786085327429107,0.786255641658861,0.786085327429107,0.786170484543984,0.786085327429107,0.786255641658861
61,0,2,0,0,1,3,0,1,0,0,1,0,0,0.835902239632121,0.835987396746998,0.835902239632121,0.835902239632121,0.838286638848676,0.838286638848676
69,0,1,0,0,2,3,0,0,1,0,0,0,0,0.800902665417696,0.800902665417696,0.800902665417696,0.800902665417696,0.800902665417696,0.800902665417696
51,0,1,0,0,1,2,0,0,0,0,0,0,0,0.801413608106957,0.804308950012774,0.801413608106957,0.801498765221834,0.801413608106957,0.804308950012774
19,0,4,2,0,7,3,0,1,1,0,0,0,0,0.838882738652814,0.841437452099123,0.838882738652814,0.838967895767691,0.838882738652814,0.841437452099123
24,0,8,0,0,6,3,0,1,0,0,1,0,0,0.789236140679554,0.789747083368815,0.789236140679554,0.789321297794431,0.806693349229328,0.806778506344205
57,0,1,0,0,1,3,0,0,0,0,0,1,0,0.804734735587158,0.804819892702035,0.804734735587158,0.804905049816912,0.804734735587158,0.804819892702035
24,0,7,0,1,4,4,0,0,1,0,0,0,0,0.80218002214085,0.802605807715235,0.80218002214085,0.802265179255727,0.822021629907179,0.822106787022056
25,0,9,0,0,7,5,0,1,1,0,0,0,0,0.840245252490846,0.840415566720599,0.840245252490846,0.840330409605723,0.845439836498339,0.845524993613216
56,0,8,0,0,3,1,1,0,0,0,1,0,0,0.782338414374521,0.796815123903602,0.782338414374521,0.782423571489398,0.796815123903602,0.815123903602146
31,3,10,0,0,6,6,0,1,1,0,0,0,0,0.782593885719152,0.785233756280337,0.782593885719152,0.782679042834029,0.797581537937495,0.840756195180107
64,0,3,0,0,2,0,0,0,0,0,1,0,0,0.78318998552329,0.792472111044878,0.78318998552329,0.783275142638167,0.792472111044878,0.80941837690539
37,0,1,0,0,2,6,0,0,0,0,0,0,0,0.812909818615345,0.812994975730222,0.812909818615345,0.812994975730222,0.812909818615345,0.812994975730222
26,0,1,0,0,3,0,0,1,0,0,0,1,0,0.78404155667206,0.784126713786937,0.78404155667206,0.784126713786937,0.786936898577876,0.7901728689432
25,0,10,0,0,10,8,0,1,1,0,0,0,0,0.790598654517585,0.790768968747339,0.790598654517585,0.790683811632462,0.791876011240739,0.79213148258537
20,0,10,2,1,8,3,1,1,0,0,1,0,0,0.820488801839394,0.820573958954271,0.820488801839394,0.820573958954271,0.822873201055948,0.825938857191518
32,0,2,0,0,2,1,0,1,1,0,0,0,0,0.832751426381674,0.832836583496551,0.832751426381674,0.832836583496551,0.832751426381674,0.832836583496551
40,0,2,0,0,1,0,0,0,0,0,1,0,0,0.7879587839564,0.788043941071277,0.7879587839564,0.788043941071277,0.7879587839564,0.788043941071277
23,0,3,0,0,4,0,0,0,0,0,1,0,0,0.819381759345993,0.81946691646087,0.819381759345993,0.81946691646087,0.819381759345993,0.81946691646087
55,0,6,0,0,7,13,0,1,0,0,1,0,0,0.839478838456953,0.83956399557183,0.839478838456953,0.83956399557183,0.84067103806523,0.842544494592523
56,0,1,0,0,1,1,0,0,0,0,1,0,0,0.793749467768032,0.793919781997786,0.793749467768032,0.793834624882909,0.793749467768032,0.793919781997786
33,0,6,0,0,7,7,0,1,1,0,0,0,0,0.787362684152261,0.787532998382015,0.787362684152261,0.787447841267138,0.811717619007068,0.822788043941071
