age,decile1,decile3,fam_inc,lsat,ugpa,gender.female,race1.asian,race1.black,race1.hisp,race1.other,cluster.1,cluster.2,cluster.3,cluster.4,cluster.5,fulltime.1,has.passed.bar.exam
66,4,3,4,36,3.6,1,0,0,0,0,0,0,0,1,0,1,1
52,5,3,3,33,3.5,0,0,0,0,0,0,0,1,0,0,1,1
59,10,10,3,37,3.9,0,0,0,0,0,0,0,1,0,0,1,1
64,6,5,3,35.5,2.5,0,1,0,0,0,1,0,0,0,0,1,1
60,3,4,3,40,3.4,1,0,0,0,0,1,0,0,0,0,1,1
62,4,4,4,37.5,3.1,0,0,0,0,0,0,0,0,0,1,1,1
64,7,5,5,44,3.1,0,0,0,0,0,0,0,0,1,0,1,1
62,3,4,3,39,3.2,1,0,0,0,0,0,0,1,0,0,1,1
62,2,2,5,29,3.6,1,0,0,0,0,1,0,0,0,0,1,1
62,8,9,4,37,3.8,1,0,0,0,0,0,0,0,1,0,1,1
64,2,2,3,30,3.5,0,0,0,0,0,0,0,0,0,1,1,1
57,5,6,4,34.5,2.8,0,0,0,0,0,0,0,0,1,0,0,1
61,10,10,4,35,3.7,0,0,0,0,0,0,0,1,0,0,1,1
50,8,7,2,31,3.5,1,0,0,0,0,1,0,0,0,0,1,1
62,6,8,4,39,3.8,1,0,0,0,0,1,0,0,0,0,1,1
60,3,2,3,32,3.7,1,0,0,0,0,0,0,0,1,0,0,1
61,10,10,2,40,3.5,1,0,0,0,0,1,0,0,0,0,1,1
62,10,10,4,42,4,0,0,0,0,0,1,0,0,0,0,1,1
59,7,8,3,42,2.9,0,0,0,0,0,0,0,1,0,0,1,1
67,9,8,4,41,3.9,1,0,0,0,0,1,0,0,0,0,1,1
56,8,8,3,35,3.1,1,0,0,0,0,0,0,1,0,0,1,1
58,7,6,3,38,2.8,1,0,0,0,0,0,0,1,0,0,1,1
62,5,6,3,37,3.1,1,0,0,0,0,0,0,1,0,0,1,1
62,9,8,4,36,3.6,1,0,0,0,0,0,0,1,0,0,1,1
62,7,5,5,44,3.5,0,0,0,0,1,1,0,0,0,0,1,1
62,2,4,4,35,2.9,1,0,0,0,0,0,0,0,1,0,1,1
56,7,7,2,28,3.5,0,0,0,0,0,0,0,1,0,0,1,1
62,4,4,5,39,3.2,0,0,0,0,0,0,0,1,0,0,1,1
49,3,5,2,32,3.3,0,0,0,0,0,0,0,1,0,0,1,1
61,3,2,4,37,3.2,0,0,0,0,0,1,0,0,0,0,1,1
59,3,2,4,31.5,2.6,0,0,1,0,0,1,0,0,0,0,1,0
59,3,2,5,34,3.5,0,0,0,0,0,0,0,1,0,0,1,1
56,9,8,4,43,3.1,1,0,0,0,0,0,0,1,0,0,0,1
61,5,4,4,42,3.6,0,0,0,0,0,0,0,0,0,1,1,1
54,1,2,4,26.5,3.2,0,0,0,0,0,0,0,1,0,0,1,0
62,6,8,3,29,3.1,0,0,0,0,0,0,1,0,0,0,1,1
61,7,8,4,38,3.4,1,0,0,0,0,1,0,0,0,0,1,1
58,3,2,3,24,2.6,0,0,0,0,1,1,0,0,0,0,1,0
62,10,9,4,34,3.9,1,0,0,0,0,0,0,1,0,0,1,1
61,8,5,3,30,3.6,1,0,0,0,0,0,0,1,0,0,0,1
60,4,4,4,46,2.8,0,0,0,0,0,0,0,0,0,1,1,1
60,5,2,3,29,3.5,1,0,0,0,0,0,0,0,0,0,1,0
62,9,9,2,46,4,1,0,0,0,0,0,0,0,0,1,1,1
62,9,8,2,30,2.9,0,0,0,1,0,0,0,1,0,0,0,1
62,5,5,4,35,3.4,0,0,0,0,0,1,0,0,0,0,1,1
65,10,9,3,38,3,0,0,0,0,0,0,0,1,0,0,0,1
55,4,2,4,30,2.7,0,0,0,0,0,1,0,0,0,0,0,1
60,3,4,4,28,3.5,1,0,0,1,0,0,0,1,0,0,1,0
62,6,3,4,43,2.8,0,0,0,0,0,0,0,0,1,0,1,1
62,8,8,4,46,3.7,1,0,0,0,0,0,0,0,1,0,1,1
45,10,10,2,35,2.8,0,0,0,0,0,0,0,0,1,0,0,1
60,7,8,4,41,3.4,0,0,0,0,0,0,0,0,0,1,1,1
57,9,9,4,32,3.2,1,0,0,0,1,0,0,1,0,0,1,1
67,7,8,4,33,3,0,0,0,0,0,0,0,1,0,0,1,1
62,8,6,3,31,3,0,0,0,0,0,0,0,0,0,0,1,1
62,8,7,2,41,3.1,0,0,0,0,0,0,0,0,1,0,1,1
58,3,2,4,33,2.9,0,0,0,0,0,0,1,0,0,0,1,1
62,4,4,4,37,2.9,1,0,0,0,0,0,0,1,0,0,1,1
58,9,9,3,40,3,1,0,0,0,0,0,0,0,0,0,1,1
57,7,6,3,37,2.7,0,0,0,0,0,1,0,0,0,0,1,1
60,5,7,1,34,3.2,0,0,0,0,0,0,0,0,1,0,1,1
62,7,9,4,34,3.7,1,0,0,0,0,1,0,0,0,0,1,1
60,2,2,4,37,3.8,1,0,0,0,0,1,0,0,0,0,1,1
66,1,1,5,30,3.3,1,0,1,0,0,0,0,0,0,1,1,1
47,2,2,3,35,2.9,1,0,1,0,0,0,0,1,0,0,1,1
61,4,5,3,34,3.9,0,0,0,0,0,1,0,0,0,0,1,1
58,6,8,1,38.5,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,10,8,3,44,3.8,1,0,0,0,0,1,0,0,0,0,1,1
62,4,2,2,40,3.4,1,1,0,0,0,0,0,0,1,0,1,1
59,2,1,3,30,2.3,0,0,1,0,0,1,0,0,0,0,1,0
58,10,10,3,41,3.5,0,0,0,0,0,0,0,1,0,0,1,1
57,6,7,4,38,3.5,0,0,0,0,0,0,0,0,1,0,1,1
62,7,4,5,45,3.6,0,0,0,0,0,0,0,0,1,0,1,1
58,8,7,3,41,2.8,0,0,0,0,0,0,0,1,0,0,1,1
62,8,7,4,40,3.6,0,0,0,0,0,1,0,0,0,0,1,1
61,9,9,4,37,3.4,1,0,0,0,0,0,0,1,0,0,1,1
59,3,6,3,28,2.2,0,1,0,0,0,0,0,1,0,0,1,1
62,2,2,4,39,2.9,1,0,0,0,0,0,0,1,0,0,1,1
61,6,6,4,42,3.4,1,0,0,0,0,1,0,0,0,0,1,1
54,5,6,2,34,2.2,1,0,1,0,0,0,0,0,1,0,1,1
61,7,6,4,47,3.9,0,0,0,0,0,0,0,0,0,1,1,1
49,7,6,4,36,3.6,1,0,0,0,1,1,0,0,0,0,1,1
45,6,6,3,33,2.7,0,0,0,0,1,0,0,1,0,0,0,1
58,9,6,3,36,2.6,0,0,0,0,0,0,0,1,0,0,1,0
48,1,1,3,31,3.4,0,0,0,0,0,1,0,0,0,0,1,1
59,6,6,4,46,3.7,0,0,0,0,0,0,0,0,0,1,1,1
62,10,9,4,37,4,0,0,0,0,0,0,0,0,1,0,1,1
61,9,10,3,33.5,3.7,1,0,0,0,0,0,0,0,1,0,1,1
66,7,6,3,31,3.6,1,0,0,1,0,0,0,1,0,0,1,1
62,7,6,3,36,3.2,0,0,0,1,0,0,0,0,1,0,1,1
55,5,6,4,33,3.1,1,0,0,0,0,0,0,0,1,0,1,1
61,4,8,3,44,3.4,0,0,0,0,0,0,0,0,1,0,1,1
61,10,9,4,37,3.5,0,0,0,0,0,0,0,1,0,0,1,1
63,6,6,4,36,3.9,1,0,0,0,0,1,0,0,0,0,1,1
61,1,1,4,35,3.2,1,0,0,0,0,0,0,1,0,0,1,1
61,8,7,4,46,3.4,0,0,0,0,0,1,0,0,0,0,1,1
55,5,7,2,27,2.8,0,1,0,0,0,0,0,1,0,0,1,0
57,6,9,4,35,3.6,0,0,0,0,0,0,0,0,1,0,0,1
62,2,2,3,46,3.1,0,0,1,0,0,0,0,0,0,1,1,1
61,9,9,4,34,3.6,0,0,0,0,0,0,0,1,0,0,1,1
65,5,2,3,30,2.8,1,0,0,1,0,1,0,0,0,0,1,1
58,2,6,2,36,3.8,0,0,0,0,0,1,0,0,0,0,1,1
62,7,6,4,41,3.6,0,0,0,0,0,0,0,0,1,0,1,1
56,7,6,4,40,1.7,0,0,0,0,0,0,0,0,0,0,1,1
51,8,8,3,32,3.6,1,0,0,0,0,1,0,0,0,0,1,1
64,2,4,5,36,3.7,0,0,0,0,0,0,0,1,0,0,0,1
50,2,2,2,29,3.6,1,0,0,1,0,0,0,0,1,0,1,1
66,3,2,4,41,3,1,0,0,0,0,1,0,0,0,0,1,1
62,3,3,4,42,3.5,0,0,0,0,0,1,0,0,0,0,1,1
61,9,9,5,42,3.7,0,0,0,0,0,1,0,0,0,0,1,1
62,5,2,3,37.5,3.5,1,0,0,0,0,0,0,1,0,0,1,0
58,2,2,1,41,3.8,0,1,0,0,0,1,0,0,0,0,1,1
62,2,2,3,34,3.5,1,0,0,0,0,0,0,0,1,0,1,1
61,7,8,4,41,3.3,1,0,0,0,0,0,0,0,1,0,1,1
51,8,7,2,46,3,0,0,0,0,0,0,0,1,0,0,1,1
60,4,4,3,29.5,3.6,0,0,0,0,0,0,0,1,0,0,1,1
59,7,9,4,39,3.6,1,0,0,0,0,1,0,0,0,0,1,1
65,5,6,4,36,2.8,0,0,0,0,0,0,0,1,0,0,1,1
56,5,6,4,35,3.2,0,0,0,0,0,0,0,1,0,0,1,1
59,5,4,3,31.5,3.2,1,0,0,0,0,0,0,1,0,0,1,1
50,8,8,2,35,2.9,0,0,0,0,0,0,0,1,0,0,1,1
61,4,5,3,36,2.8,0,0,0,0,0,0,0,1,0,0,1,1
59,7,9,3,32,3,0,0,0,0,0,0,0,1,0,0,1,1
63,7,9,4,34,3.4,1,0,0,0,0,0,0,0,1,0,1,1
59,6,9,3,41,3.8,1,0,0,1,0,0,0,0,1,0,1,1
60,4,3,4,40,4,1,0,0,0,0,1,0,0,0,0,1,1
62,2,2,4,42,3.4,1,0,0,0,0,0,0,0,0,1,1,1
61,6,7,3,38,3.7,0,0,0,0,0,1,0,0,0,0,1,1
62,4,3,5,41,3.6,1,0,0,0,0,1,0,0,0,0,1,1
61,1,3,3,43,3.4,0,0,0,0,0,0,0,0,1,0,1,1
56,9,9,3,35,3.7,0,0,0,0,0,0,0,0,0,0,1,1
62,9,8,4,41,4,1,0,0,0,0,1,0,0,0,0,1,1
57,2,2,4,31,2.9,0,0,0,0,0,0,1,0,0,0,1,0
62,7,6,4,34,3.1,1,0,0,0,0,0,1,0,0,0,1,1
60,8,7,4,34,3.2,0,0,0,0,0,0,1,0,0,0,1,1
60,7,8,5,42,3.4,0,0,0,0,0,1,0,0,0,0,1,1
62,3,4,3,41,3.2,0,0,0,0,0,0,0,1,0,0,1,1
62,9,9,2,35,3.6,0,0,0,0,0,0,0,1,0,0,1,1
66,3,2,2,39,2.4,0,0,0,0,0,0,0,1,0,0,1,0
62,7,7,4,39,4,1,0,0,0,0,0,0,0,0,1,1,1
67,9,7,4,43,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,10,10,4,42,4,0,0,0,0,0,1,0,0,0,0,1,1
51,1,2,1,31,3.6,0,0,0,1,0,0,0,0,0,1,1,0
56,7,6,2,36,3,1,0,0,0,0,0,0,1,0,0,1,1
62,6,7,3,44,3,0,0,0,0,0,1,0,0,0,0,1,1
58,8,8,5,42,3.4,1,0,0,0,0,1,0,0,0,0,1,1
63,8,5,4,40,3.2,1,0,0,0,0,1,0,0,0,0,1,1
61,5,2,3,41,3.7,1,0,0,0,0,0,0,0,0,1,1,1
61,2,1,4,31,3.2,1,0,0,0,0,0,0,1,0,0,1,1
62,4,3,4,48,3.9,0,0,0,0,0,0,0,0,1,0,1,1
62,2,1,3,48,3.5,0,0,0,0,0,0,0,0,1,0,1,0
62,2,3,4,42,3.5,1,0,0,0,0,1,0,0,0,0,1,1
60,7,3,3,37,3.1,1,0,0,0,0,0,0,1,0,0,1,1
49,1,1,2,28,2.1,0,0,1,0,0,0,1,0,0,0,1,1
60,4,5,4,36,3.4,0,0,0,0,0,0,0,1,0,0,1,1
55,1,1,3,22,2.5,0,0,1,0,0,1,0,0,0,0,1,0
36,1,1,4,25,2.5,1,0,1,0,0,1,0,0,0,0,1,0
57,8,5,3,45,2.9,0,0,0,0,0,0,0,1,0,0,1,1
60,7,6,4,36,2.7,0,0,0,0,0,0,0,1,0,0,1,1
46,8,9,4,30,2.9,1,0,0,0,0,0,0,1,0,0,1,1
55,4,3,3,43,2.5,0,0,0,0,0,0,0,1,0,0,1,0
49,9,10,3,27,3.9,1,0,0,0,0,1,0,0,0,0,1,1
61,3,3,4,25,3.7,0,0,0,1,0,0,0,0,0,0,1,0
61,5,6,3,36,2.8,0,0,0,0,0,0,0,0,1,0,1,1
59,3,3,4,42,3.5,1,0,0,0,0,0,0,0,0,1,1,1
64,4,5,4,44,3.1,0,0,0,0,0,1,0,0,0,0,1,1
62,3,2,4,34,2.9,0,0,0,0,0,0,0,1,0,0,1,0
44,6,8,3,39,3.4,1,0,0,0,0,0,0,1,0,0,1,1
56,9,9,3,35,3.5,1,0,0,0,0,1,0,0,0,0,1,1
62,4,3,3,30,3.2,0,0,0,0,0,0,1,0,0,0,1,0
63,6,8,4,40,3.9,1,0,0,0,0,1,0,0,0,0,1,1
62,5,5,3,39,3.1,1,0,0,0,0,1,0,0,0,0,1,1
61,3,3,4,43,3.8,1,0,0,0,0,0,0,0,0,1,1,1
59,9,9,1,25,2.7,1,0,1,0,0,0,0,1,0,0,1,1
60,7,9,3,31,3.9,1,0,0,0,0,0,0,1,0,0,1,1
62,8,8,3,41,3.9,1,1,0,0,0,1,0,0,0,0,1,1
54,10,9,3,38,3.1,0,0,0,0,0,0,0,0,1,0,0,1
56,10,10,4,31,3.2,1,0,0,0,0,0,0,1,0,0,1,1
60,6,6,5,35,3.3,1,0,0,0,0,0,0,1,0,0,1,1
64,5,3,4,34,3.1,1,0,0,0,0,0,0,1,0,0,1,0
59,9,8,4,37,3.3,1,0,0,0,0,1,0,0,0,0,1,1
58,9,4,4,34,2.9,0,0,0,0,0,1,0,0,0,0,1,1
62,3,3,5,43,3.7,1,1,0,0,0,0,0,0,0,1,1,1
59,10,10,4,40,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,2,2,3,29,3.2,0,0,0,1,0,0,0,0,1,0,1,0
59,5,6,2,33,3.6,1,0,0,0,0,0,0,1,0,0,1,1
38,10,8,4,33,3.9,1,0,0,0,0,1,0,0,0,0,1,1
62,10,10,4,46,3.7,1,0,0,0,0,0,0,0,1,0,1,1
58,10,10,3,48,2.9,0,0,0,0,0,0,0,1,0,0,1,1
58,4,4,3,45,3.1,1,0,0,0,0,0,0,0,1,0,1,1
62,9,8,4,36,3.8,1,0,0,0,0,0,0,0,1,0,1,1
53,3,3,3,30.5,3.4,1,0,0,0,0,1,0,0,0,0,1,1
60,8,9,5,37.5,3.6,0,0,0,0,0,0,0,0,1,0,1,1
58,10,10,4,44,2.5,0,0,0,0,0,0,0,1,0,0,1,1
66,5,4,3,37,4,0,0,0,0,0,1,0,0,0,0,1,1
60,3,1,4,31,2.9,0,0,0,0,0,0,1,0,0,0,1,1
48,9,9,3,31,3.6,1,0,0,0,0,0,0,1,0,0,1,1
61,5,4,4,35,3.4,1,1,0,0,0,0,0,0,1,0,1,1
54,5,10,3,33,3.2,1,0,0,0,0,0,0,1,0,0,0,1
57,3,2,2,31,3.1,0,0,0,1,0,0,0,1,0,0,1,1
60,8,8,3,42,3.4,0,0,0,0,1,1,0,0,0,0,1,1
62,6,3,3,32,3.1,0,0,0,0,0,0,1,0,0,0,1,1
65,5,6,4,35.5,3.3,0,0,0,0,0,0,0,1,0,0,1,1
59,6,5,4,41,2.8,0,0,0,0,0,0,0,1,0,0,1,1
60,1,1,5,38,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,5,6,5,40,3.5,0,0,0,0,0,1,0,0,0,0,1,1
65,3,3,4,48,2.6,0,0,0,0,0,1,0,0,0,0,1,1
60,3,4,4,42,3.8,1,0,0,0,0,1,0,0,0,0,1,1
59,2,2,5,30,2.9,1,0,0,1,0,0,0,1,0,0,1,0
62,3,4,3,45,3.6,0,1,0,0,0,0,0,0,1,0,1,1
62,3,3,4,31,3.3,1,0,1,0,0,0,0,1,0,0,1,1
62,6,6,3,42,3.8,1,0,0,0,0,1,0,0,0,0,1,1
47,5,5,3,41,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,6,7,5,39,3.4,1,0,0,0,0,0,0,1,0,0,1,1
61,5,6,4,40.5,2.5,0,0,0,0,0,0,0,1,0,0,1,1
62,1,1,3,29,2.4,0,0,1,0,0,0,0,1,0,0,1,0
62,5,4,5,34,3.9,1,0,0,0,0,1,0,0,0,0,1,1
41,3,5,4,25.5,3.6,1,0,0,0,0,0,0,1,0,0,1,1
56,8,8,4,40,3.3,0,0,0,0,0,0,0,0,1,0,1,1
58,10,10,4,40,3.4,1,0,0,0,0,0,0,0,0,0,1,1
43,6,4,4,41,1.8,0,0,0,0,0,0,0,0,1,0,0,1
62,8,7,5,41,3.4,1,0,0,0,0,0,0,1,0,0,1,1
57,5,5,2,40,3.5,0,0,0,0,0,1,0,0,0,0,1,1
62,8,8,2,39,2.8,1,0,0,0,0,0,0,1,0,0,1,1
60,2,1,3,36,2.7,1,0,0,1,0,0,0,1,0,0,1,1
62,8,8,4,37.5,3.6,0,0,0,0,0,0,0,1,0,0,1,1
59,4,4,3,24,3.5,1,0,1,0,0,1,0,0,0,0,1,1
61,9,9,4,33,3.2,1,0,0,0,0,0,0,1,0,0,1,1
55,10,10,3,39,3,1,0,0,0,0,0,0,0,0,0,1,1
62,7,7,3,34,3.8,1,0,0,0,0,0,0,0,1,0,1,1
62,5,5,3,35,3.3,1,0,0,0,0,0,0,1,0,0,1,1
56,5,2,3,37,3,0,0,0,0,0,0,0,1,0,0,0,1
60,9,7,3,40,3.3,1,0,0,0,0,0,0,1,0,0,1,1
43,3,3,3,35,3.6,1,0,0,0,0,0,0,1,0,0,1,1
55,8,8,3,41,3.8,0,0,0,0,0,1,0,0,0,0,1,1
53,8,7,3,34,2.1,0,0,0,0,0,1,0,0,0,0,0,1
58,1,8,4,41,3.6,0,0,0,0,0,1,0,0,0,0,1,1
51,8,8,3,39,3.9,1,0,0,0,0,0,0,1,0,0,1,1
62,5,5,2,32,3.5,1,0,0,1,0,0,0,1,0,0,1,1
62,1,1,3,41,3.8,0,1,0,0,0,0,0,0,1,0,1,1
39,1,1,1,28,2.9,1,0,1,0,0,0,0,0,0,0,1,1
49,8,9,3,29.5,2.5,0,0,0,0,0,0,0,1,0,0,0,1
54,2,3,4,35,2.9,1,0,0,0,0,0,0,1,0,0,1,1
57,6,6,3,37,2.6,0,0,0,1,0,0,0,1,0,0,0,0
60,9,10,4,39,3.1,0,0,0,0,0,0,0,1,0,0,1,1
67,4,3,5,39,3.3,1,0,0,0,0,1,0,0,0,0,1,1
61,8,9,4,42,3.7,0,0,0,0,0,0,0,0,1,0,1,1
60,3,7,4,35,3.3,1,0,0,0,0,0,0,0,1,0,1,1
46,6,8,3,34,3.5,1,0,0,0,0,0,0,1,0,0,1,1
62,6,5,4,31,3.2,1,0,0,0,0,0,0,1,0,0,1,1
60,1,3,3,45,3.8,1,0,0,0,0,0,0,0,0,1,1,1
58,10,10,4,38,2.6,0,0,0,0,0,0,0,0,1,0,0,1
52,7,6,4,40,3.4,1,0,0,0,0,0,0,1,0,0,1,1
61,3,3,4,38,3.5,0,0,0,0,0,0,0,1,0,0,1,1
43,3,2,3,32,3.9,1,0,0,0,0,0,0,1,0,0,1,0
61,2,1,3,22,2.6,1,0,1,0,0,1,0,0,0,0,1,0
39,5,6,5,41,2.4,1,0,0,0,0,0,0,1,0,0,1,1
59,5,5,5,39,2.3,0,0,0,0,0,0,0,1,0,0,1,1
63,7,7,4,40,3.7,1,0,0,0,0,1,0,0,0,0,1,1
59,4,4,3,35,2.6,1,0,0,0,0,0,0,1,0,0,1,1
40,7,6,3,29,2,0,0,0,0,0,0,0,0,0,0,1,1
65,4,1,2,34,3.2,1,0,1,0,0,0,0,0,1,0,1,1
48,4,3,2,31,3.8,0,0,0,0,0,1,0,0,0,0,1,1
61,6,5,4,37.5,3.1,1,0,0,0,0,0,0,1,0,0,1,1
63,7,6,3,44,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,7,9,4,44,3.2,1,0,0,0,0,1,0,0,0,0,1,1
61,7,6,4,36,3,0,0,0,0,0,0,0,1,0,0,1,1
61,5,2,3,33,2.5,0,0,0,0,0,0,1,0,0,0,1,1
63,7,8,3,44,3.7,0,0,0,0,0,1,0,0,0,0,1,1
53,3,3,4,40,2.5,0,0,0,0,0,0,0,1,0,0,1,1
56,10,8,1,33,3.1,1,0,0,0,0,0,0,1,0,0,1,0
62,9,9,4,31,3.2,0,0,0,0,0,0,0,1,0,0,1,1
62,7,7,4,40,3.3,0,0,0,0,0,1,0,0,0,0,1,1
62,10,10,4,43,3,0,0,0,0,0,0,0,1,0,0,1,1
45,7,3,2,34,2.6,0,0,0,0,0,0,1,0,0,0,0,1
60,7,5,3,29.5,2.6,0,0,0,0,0,0,1,0,0,0,0,1
57,5,2,4,39,2.1,0,0,1,0,0,0,0,1,0,0,1,1
62,4,7,3,39,3.7,0,0,0,0,0,0,0,0,1,0,1,1
35,7,8,1,19,3.2,1,0,1,0,0,0,0,0,0,0,1,1
62,9,8,3,33,3.4,0,0,0,0,0,1,0,0,0,0,1,1
54,10,5,5,36,2.4,0,0,0,0,0,0,0,0,0,1,1,1
63,5,4,2,37,3.5,1,0,0,0,0,0,1,0,0,0,1,1
62,8,6,4,33,3.1,1,0,0,0,0,0,0,1,0,0,1,1
59,4,3,3,30,3.1,1,0,0,0,0,0,0,1,0,0,1,0
62,3,3,4,36.5,3.1,0,0,0,0,0,0,0,1,0,0,1,1
61,5,3,4,35,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,5,6,4,35,3.6,1,1,0,0,0,1,0,0,0,0,1,1
62,6,2,3,36,3.5,1,0,0,0,0,1,0,0,0,0,1,0
61,10,10,3,37.5,4,0,0,0,0,0,0,0,0,0,1,1,1
60,6,6,5,47,3.5,1,0,0,0,0,0,0,0,1,0,1,1
62,10,10,4,33,3,0,0,0,0,0,1,0,0,0,0,1,1
60,6,7,3,29,2.8,1,1,0,0,0,0,0,1,0,0,0,1
61,1,2,3,34,2.7,1,0,1,0,0,1,0,0,0,0,1,1
59,10,9,5,30,2.8,0,0,0,0,0,0,1,0,0,0,0,1
62,2,4,3,32,3.7,1,0,1,0,0,0,0,1,0,0,1,1
63,9,9,3,35,3.4,1,0,0,0,0,0,0,1,0,0,1,1
44,6,5,3,35,3,1,0,0,0,0,0,0,1,0,0,0,1
63,5,6,3,37,3.6,1,0,0,0,0,0,0,1,0,0,1,1
62,2,4,4,40,3.4,0,0,0,0,0,1,0,0,0,0,1,1
56,3,6,4,35,2.8,1,0,0,0,0,0,0,0,1,0,1,1
56,8,6,2,35,2.4,0,0,0,0,0,0,0,1,0,0,1,1
63,8,6,5,42,3.9,0,0,0,0,0,0,0,0,1,0,1,1
62,4,2,3,32,2.6,1,0,0,1,0,0,0,0,0,0,1,1
62,2,1,4,41,3.1,0,0,0,0,0,1,0,0,0,0,1,1
60,3,2,5,34,2.9,1,0,0,0,0,1,0,0,0,0,1,1
62,8,7,4,39,2.9,0,0,0,0,0,0,0,1,0,0,1,1
66,8,6,3,35,3.1,0,0,0,0,0,1,0,0,0,0,1,1
57,5,3,2,26,2.9,1,0,1,0,0,0,0,0,0,0,1,1
61,9,7,1,37,3.6,0,0,0,0,0,0,0,1,0,0,1,1
54,10,10,3,31,3.4,0,0,0,0,0,0,1,0,0,0,0,1
58,6,5,3,40,2.9,0,0,0,0,0,1,0,0,0,0,1,1
60,5,5,3,31,3.3,0,0,0,0,0,0,0,1,0,0,1,1
62,6,2,4,34,3.6,0,0,0,0,0,1,0,0,0,0,1,1
58,7,8,3,34,2.9,0,0,0,0,0,0,0,1,0,0,1,1
48,5,4,3,36,3.6,0,0,0,0,0,0,0,1,0,0,1,1
60,5,3,3,41,3.3,0,0,0,0,0,0,0,0,1,0,1,0
57,4,4,3,40,3.5,0,0,0,0,0,0,0,0,1,0,1,1
62,5,3,4,28,3.9,1,0,0,0,1,1,0,0,0,0,1,1
58,10,10,3,38,3.3,0,0,0,0,0,0,0,0,1,0,0,1
62,8,8,4,42,3,1,0,0,0,0,0,0,1,0,0,1,1
62,1,1,4,39,2.7,0,0,1,0,0,0,0,0,1,0,1,1
57,6,8,5,38,3,0,0,0,0,0,1,0,0,0,0,1,1
61,10,9,3,38,2.4,1,0,0,0,0,0,0,1,0,0,1,1
56,5,6,4,32.5,3.6,1,0,0,0,0,0,0,1,0,0,1,1
62,6,4,3,36,3.7,1,0,0,0,0,0,0,1,0,0,1,1
62,9,9,4,33,3.2,1,0,0,0,0,0,0,0,0,0,1,1
57,7,6,2,29,2.7,0,0,0,1,0,0,0,0,0,0,1,1
60,7,8,5,36,3.5,1,0,0,0,0,0,0,0,0,1,1,1
62,10,10,4,38,3.5,1,0,0,0,0,0,0,1,0,0,1,1
46,4,3,3,30.5,2.7,1,0,0,0,0,0,0,0,1,0,0,0
61,3,3,5,37,3.8,1,0,0,0,0,1,0,0,0,0,1,1
62,10,10,5,39,3.7,1,0,0,0,0,0,0,0,0,1,1,1
67,6,3,4,33,2.4,0,0,0,0,0,0,1,0,0,0,1,1
62,8,8,4,48,3.5,0,0,0,0,0,0,0,0,1,0,1,1
61,7,8,3,28.5,3.6,1,0,0,1,0,1,0,0,0,0,1,1
59,6,6,4,47,3.6,0,0,0,0,0,0,0,0,0,1,1,1
48,6,6,3,39,3.3,0,0,0,0,0,0,0,1,0,0,1,1
62,2,3,4,33.5,3.4,1,0,0,0,0,0,0,1,0,0,1,1
61,6,6,4,33,3.7,1,0,0,1,0,0,0,1,0,0,1,1
55,3,2,4,32,2.9,0,0,0,0,0,1,0,0,0,0,1,0
62,9,9,1,47,3.8,0,0,0,0,0,1,0,0,0,0,1,1
58,9,9,3,36,3.1,0,0,0,0,0,0,1,0,0,0,1,1
61,6,6,4,32.5,2.8,0,0,0,0,0,0,1,0,0,0,1,1
62,3,1,4,36,3.1,1,0,0,0,0,0,0,1,0,0,1,0
67,7,5,4,31,2.7,0,0,0,0,0,0,1,0,0,0,1,1
57,10,10,2,38,3.4,0,0,0,0,0,0,0,1,0,0,1,1
56,9,8,4,32,2.5,0,0,0,0,0,0,0,1,0,0,1,1
52,8,8,4,33,3,0,0,0,0,0,0,0,1,0,0,0,1
61,9,9,3,35,2.9,1,0,0,0,0,0,0,1,0,0,1,1
58,8,9,4,40,3.6,1,0,0,0,0,1,0,0,0,0,1,1
57,8,5,5,47,2.7,0,0,0,0,0,0,0,0,0,1,1,1
62,2,3,3,29.5,3.4,1,1,0,0,0,1,0,0,0,0,1,1
57,2,1,3,25.5,3,1,1,0,0,0,0,0,1,0,0,1,0
61,4,6,4,43,3.2,0,0,0,0,0,1,0,0,0,0,1,1
63,6,7,2,31,3,0,0,0,0,0,0,0,1,0,0,0,1
59,8,5,3,40,3.4,0,0,0,0,0,1,0,0,0,0,1,0
60,6,4,4,39,2.8,0,0,0,0,0,0,0,1,0,0,1,0
59,4,2,2,39,2.4,0,0,0,0,0,0,0,1,0,0,0,1
63,4,3,5,36,3.5,0,0,0,0,0,0,0,1,0,0,1,1
61,9,8,5,35,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,5,4,3,44,3.5,1,1,0,0,0,1,0,0,0,0,1,1
58,10,10,4,38,3.2,0,0,0,0,0,1,0,0,0,0,1,1
59,8,9,5,35,3.3,0,0,0,0,0,0,0,1,0,0,1,1
51,5,6,4,42,2.9,1,0,0,0,0,1,0,0,0,0,1,1
61,2,4,4,37,2.5,1,0,0,0,0,0,0,1,0,0,1,1
