Account_status...0.DM,Account_status....200.DM,Account_status.0..........200.DM,Duration,Credit_history.all.credits.at.this.bank.paid.back.duly,Credit_history.critical.account...other.credits.existing..not.at.this.bank.,Credit_history.delay.in.paying.off.in.the.past,Credit_history.existing.credits.paid.back.duly.till.now,Purpose.business,Purpose.car..new.,Purpose.car..used.,Purpose.domestic.appliances,Purpose.education,Purpose.furniture...equipment,Purpose.others,Purpose.radio...television,Purpose.repairs,Credit_amount,Savings_bonds...100.DM,Savings_bonds....1000.DM,Savings_bonds.100...........500.DM,Savings_bonds.500..........1000.DM,Present_employment_since...1.year,Present_employment_since....7.years,Present_employment_since.1...........4.years,Present_employment_since.4...........7.years,Installment_rate,Other_debtors_guarantors.co.applicant,Other_debtors_guarantors.guarantor,Resident_since,Property.building.society.savings.agreement...life.insurance,Property.car.or.other,Property.real.estate,Age,Other_installment_plans.bank,Other_installment_plans.none,Housing.rent,Housing.own,Existing_credits,Job.management...self.employed...highly.qualified.employee...officer,Job.skilled.employee...official,Job.unemployed...unskilled....non.resident,People_maintenance_for,Telephone.none,Foreign_worker.no,has.bad.credit.risk,Gender.Female
0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,1,0,1445,0,0,0,0,0,0,0,1,4,0,0,4,0,1,0,49,1,0,0,1,1,0,0,0,1,1,0,0,1
0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,1520,0,0,0,0,0,1,0,0,4,0,0,4,1,0,0,63,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,48,0,0,0,1,0,0,1,0,0,0,0,0,0,4788,1,0,0,0,0,0,0,1,4,0,0,3,1,0,0,26,0,1,0,1,1,0,1,0,2,1,0,0,1
0,0,1,48,0,0,1,0,0,0,0,0,0,0,1,0,0,7582,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,31,0,1,0,0,1,1,0,0,1,0,0,0,1
1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,1024,1,0,0,0,1,0,0,0,4,0,0,4,0,0,1,48,0,0,0,1,1,0,1,0,1,1,0,1,1
0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1076,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,26,0,1,0,1,1,0,1,0,1,0,1,0,1
0,1,0,42,0,1,0,0,0,0,1,0,0,0,0,0,0,4796,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,56,0,1,0,0,1,0,1,0,1,1,0,0,1
0,0,0,48,0,1,0,0,1,0,0,0,0,0,0,0,0,7629,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,46,1,0,0,1,2,1,0,0,2,1,0,0,1
0,0,1,48,0,0,0,1,0,0,0,0,0,1,0,0,0,9960,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,26,0,1,0,1,1,0,1,0,1,0,0,1,0
0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,4675,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,20,0,1,1,0,1,0,1,0,1,1,0,0,0
0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1287,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,45,0,1,0,1,1,0,0,0,1,1,1,0,1
0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,3804,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,42,0,1,0,1,1,0,1,0,1,0,0,1,0
0,1,0,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1344,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,37,1,0,0,1,2,0,0,0,2,1,0,1,1
1,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1038,1,0,0,0,0,0,0,1,4,1,0,3,1,0,0,49,0,1,0,1,2,0,1,0,1,0,0,0,1
0,0,0,48,0,1,0,0,0,1,0,0,0,0,0,0,0,10127,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,44,1,0,0,0,1,0,1,0,1,1,0,1,1
0,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,4811,0,0,0,0,0,0,0,1,2,0,0,4,1,0,0,24,0,0,1,0,1,0,0,0,1,1,0,0,0
1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,727,0,0,1,0,1,0,0,0,4,0,0,3,0,0,0,33,0,1,0,1,1,0,0,0,1,0,0,1,1
0,0,1,48,0,0,0,1,0,0,0,0,0,0,1,0,0,5381,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,40,1,0,0,0,1,0,0,1,1,0,0,0,1
0,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,5511,0,0,1,0,0,0,1,0,4,0,0,1,0,1,0,25,0,0,0,1,1,0,1,0,1,1,0,0,1
1,0,0,36,1,0,0,0,0,0,0,0,0,1,0,0,0,2746,1,0,0,0,0,1,0,0,4,0,0,4,0,1,0,31,1,0,0,1,1,0,1,0,1,1,0,1,1
0,0,1,24,0,0,0,1,0,0,0,0,0,1,0,0,0,4351,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,48,0,1,0,1,1,0,0,0,1,0,0,0,0
1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1938,1,0,0,0,1,0,0,0,4,0,0,3,1,0,0,32,0,1,0,1,1,0,1,0,1,1,0,1,1
1,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,2659,0,1,0,0,0,0,1,0,4,0,0,2,0,1,0,28,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,3398,1,0,0,0,0,0,0,1,1,0,0,4,0,0,1,39,0,1,0,1,2,0,0,0,1,1,1,0,1
0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,4473,1,0,0,0,0,1,0,0,4,0,0,2,0,1,0,31,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,6615,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,75,0,1,0,0,2,1,0,0,1,0,0,0,1
0,0,1,60,0,0,0,1,0,1,0,0,0,0,0,0,0,7408,0,0,1,0,1,0,0,0,4,0,0,2,1,0,0,24,0,1,0,1,1,1,0,0,1,1,0,1,0
1,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,4110,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,23,1,0,1,0,2,0,1,0,2,1,0,1,1
1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,4169,1,0,0,0,0,0,1,0,4,0,0,4,1,0,0,28,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,24,0,1,0,0,0,0,0,0,1,0,0,0,0,5743,1,0,0,0,1,0,0,0,2,0,0,4,0,0,0,24,0,1,0,0,2,0,1,0,1,0,0,0,0
0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,1,0,3213,0,0,0,1,1,0,0,0,1,0,0,3,0,0,1,25,0,1,1,0,1,0,1,0,1,1,0,0,1
0,1,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,3949,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,37,0,1,0,1,1,0,0,0,2,1,0,0,1
0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,1,0,882,1,0,0,0,1,0,0,0,4,0,1,4,0,0,1,23,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,3758,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,23,0,1,1,0,1,0,0,1,1,1,0,0,0
0,0,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1136,0,1,0,0,0,1,0,0,4,0,0,3,0,0,0,32,0,1,0,0,2,0,1,0,2,1,0,1,1
0,0,1,9,0,0,0,1,0,0,0,0,0,1,0,0,0,959,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,29,0,1,0,1,1,0,1,0,1,1,1,1,0
0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,3229,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,38,0,1,0,1,1,1,0,0,1,0,0,0,1
1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,6199,1,0,0,0,0,0,1,0,4,0,0,2,1,0,0,28,0,1,1,0,2,0,1,0,1,0,0,1,1
0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,727,0,0,0,1,0,1,0,0,4,0,0,4,0,0,0,46,0,1,0,0,1,0,1,0,1,0,0,0,1
0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1246,1,0,0,0,1,0,0,0,4,0,0,2,0,0,1,23,0,0,0,1,1,0,0,0,1,1,0,1,1
0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,1,0,4463,1,0,0,0,0,0,1,0,4,0,0,2,0,1,0,26,0,1,0,1,2,1,0,0,1,0,0,1,1
1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,2406,1,0,0,0,0,0,0,1,4,0,0,4,0,0,1,23,0,1,1,0,1,0,1,0,1,1,0,1,0
0,0,1,18,0,0,0,1,0,0,0,0,1,0,0,0,0,1239,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,61,0,1,0,0,1,0,1,0,1,1,0,0,1
0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,3399,0,0,0,0,0,1,0,0,2,0,0,3,0,1,0,37,0,1,0,1,1,1,0,0,1,1,0,0,1
0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1766,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,21,0,1,1,0,1,0,1,0,1,1,0,0,1
0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1542,1,0,0,0,0,0,0,1,2,0,0,4,0,1,0,36,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,3850,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,27,0,1,0,1,2,0,1,0,1,1,0,0,1
1,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,3650,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,22,0,1,1,0,1,0,1,0,1,1,0,0,0
0,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,1,0,4,0,0,4,0,0,1,36,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,6070,1,0,0,0,0,1,0,0,3,0,0,4,0,1,0,33,0,1,0,1,2,0,1,0,1,0,0,0,1
0,0,0,60,0,1,0,0,0,1,0,0,0,0,0,0,0,13756,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,63,1,0,0,0,1,1,0,0,1,0,0,0,1
0,0,1,60,1,0,0,0,0,0,0,0,0,0,1,0,0,14782,0,0,1,0,0,1,0,0,3,0,0,4,0,0,0,60,1,0,0,0,2,1,0,0,1,0,0,1,0
0,0,0,22,0,0,0,1,0,1,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,1,4,0,0,4,1,0,0,25,0,1,1,0,1,0,1,0,1,1,0,0,0
0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,2238,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,25,0,1,0,1,2,0,1,0,1,1,0,0,0
0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1449,1,0,0,0,0,0,0,1,3,0,0,2,0,1,0,27,0,1,0,1,2,0,1,0,1,1,0,0,0
1,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,3249,1,0,0,0,0,0,0,1,2,0,0,4,0,0,0,39,1,0,0,0,1,1,0,0,2,0,0,0,1
0,0,1,39,0,0,1,0,0,0,0,0,1,0,0,0,0,11760,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,32,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,1516,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,43,0,1,0,1,2,0,0,0,1,1,0,0,0
0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,1473,1,0,0,0,1,0,0,0,3,0,0,4,0,0,1,39,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,1887,0,0,0,0,0,0,1,0,4,0,0,4,0,0,1,28,1,0,0,1,2,0,1,0,1,1,0,0,1
0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,8648,1,0,0,0,1,0,0,0,2,0,0,2,0,1,0,27,1,0,0,1,2,0,1,0,1,0,0,1,1
0,0,1,18,0,0,1,0,0,1,0,0,0,0,0,0,0,2899,0,0,0,0,0,1,0,0,4,0,0,4,0,1,0,43,0,1,0,1,1,0,1,0,2,1,0,0,1
0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,2039,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,22,0,1,0,1,1,0,1,0,1,0,0,1,1
0,1,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,939,0,0,0,1,0,0,0,1,4,0,0,2,0,0,1,28,0,1,0,1,3,0,1,0,1,0,0,1,1
0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1967,1,0,0,0,0,1,0,0,4,0,0,4,0,1,0,20,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,2292,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,42,0,0,0,1,2,1,0,0,1,0,0,1,1
1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,35,0,1,0,1,1,0,1,0,1,1,0,1,0
1,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,2579,1,0,0,0,1,0,0,0,4,0,0,1,0,0,1,33,0,1,0,1,1,0,0,0,2,1,0,1,1
0,0,1,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1042,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,33,0,1,0,1,1,0,1,0,1,1,0,1,0
0,0,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,3186,0,1,0,0,0,0,0,1,2,0,0,3,0,1,0,20,0,1,1,0,1,0,1,0,1,1,0,0,0
0,0,1,12,0,1,0,0,0,1,0,0,0,0,0,0,0,958,1,0,0,0,0,0,0,1,2,0,0,3,0,0,1,47,0,1,0,1,2,0,0,0,2,1,0,0,1
0,0,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0,2779,1,0,0,0,0,0,1,0,1,0,0,3,0,1,0,21,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,0,2743,1,0,0,0,0,1,0,0,4,0,0,2,0,1,0,29,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,24,0,0,0,1,0,0,0,0,0,0,1,0,0,11328,1,0,0,0,0,0,1,0,2,1,0,3,0,1,0,29,1,0,0,1,2,1,0,0,1,0,0,1,1
1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1872,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,36,0,1,0,0,3,1,0,0,1,0,0,0,1
1,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,1,3394,1,0,0,0,0,0,0,0,4,1,0,4,0,1,0,65,0,1,0,1,2,0,0,1,1,1,0,0,1
1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1620,1,0,0,0,0,0,1,0,2,1,0,3,1,0,0,30,0,1,0,1,1,0,1,0,1,1,0,0,0
1,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,1842,1,0,0,0,1,0,0,0,4,0,0,4,0,1,0,34,0,1,0,1,1,0,1,0,1,0,0,1,0
0,0,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,11054,0,0,0,0,0,0,1,0,4,0,0,2,0,1,0,30,0,1,0,1,1,1,0,0,1,0,0,0,1
0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2759,1,0,0,0,0,1,0,0,2,0,0,4,1,0,0,34,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,2670,1,0,0,0,0,1,0,0,4,0,0,4,0,1,0,35,0,1,0,1,1,1,0,0,1,0,0,0,1
1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,4817,1,0,0,0,0,0,0,1,2,1,0,3,1,0,0,31,0,1,0,1,1,0,1,0,1,0,0,1,1
1,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,3905,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,36,0,1,1,0,2,0,1,0,2,1,0,0,1
1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,3386,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,35,0,1,0,0,1,0,1,0,1,0,0,1,1
1,0,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,1721,1,0,0,0,1,0,0,0,2,0,0,3,0,0,1,36,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,1,0,0,4,0,0,4,1,0,0,38,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1950,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,34,0,0,0,1,2,0,1,0,1,0,0,0,1
1,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,2924,1,0,0,0,0,0,1,0,3,0,1,4,0,0,0,63,1,0,0,1,1,0,1,0,2,0,0,0,1
1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,1659,1,0,0,0,1,0,0,0,4,0,0,2,0,1,0,29,0,1,1,0,1,0,0,0,1,0,0,1,0
0,0,0,33,0,0,1,0,1,0,0,0,0,0,0,0,0,2764,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,26,0,1,0,1,2,0,1,0,1,0,0,0,0
0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,4679,1,0,0,0,0,0,0,1,3,0,0,3,0,1,0,35,0,1,0,1,2,0,0,0,1,0,0,0,1
0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,3092,0,0,1,0,1,0,0,0,3,0,0,2,0,1,0,22,0,1,1,0,1,0,1,0,1,0,0,1,1
1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,448,1,0,0,0,1,0,0,0,4,0,0,4,1,0,0,23,0,1,0,1,1,0,1,0,1,1,0,1,0
0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,36,0,1,0,1,1,1,0,0,2,0,0,0,1
0,0,0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,2569,0,0,0,1,0,0,1,0,4,0,0,4,0,1,0,24,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1037,0,0,1,0,0,0,0,1,3,0,0,4,0,0,1,39,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1201,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0,26,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,3622,0,1,0,0,0,1,0,0,4,0,0,4,1,0,0,57,0,1,1,0,2,0,1,0,1,0,0,0,0
0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1209,1,0,0,0,0,0,0,0,4,0,0,4,1,0,0,47,0,1,0,1,1,1,0,0,1,0,0,1,1
0,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,3757,1,0,0,0,0,1,0,0,4,1,0,4,0,0,0,62,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3518,1,0,0,0,0,0,1,0,2,0,1,3,1,0,0,26,0,1,1,0,1,0,1,0,1,1,0,0,1
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1934,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,26,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,27,0,0,0,0,1,0,0,0,0,0,0,0,0,8318,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,42,0,1,0,0,2,1,0,0,1,0,0,1,0
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1237,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,27,0,1,0,1,2,0,1,0,1,1,0,0,0
0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,368,0,0,0,0,0,1,0,0,4,0,0,4,1,0,0,38,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,2996,0,0,0,0,0,0,1,0,2,0,0,4,0,1,0,20,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,1,36,0,0,0,1,0,0,0,0,0,1,0,0,0,9034,0,0,1,0,1,0,0,0,4,1,0,1,0,0,0,29,0,1,1,0,1,1,0,0,1,0,0,1,1
0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,1,0,1301,1,0,0,0,0,1,0,0,4,0,1,2,0,0,1,32,0,1,0,1,1,0,0,0,1,1,0,0,1
0,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1323,0,0,1,0,0,1,0,0,2,0,0,4,0,1,0,28,0,1,0,1,2,0,1,0,2,0,0,0,1
1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1207,1,0,0,0,1,0,0,0,4,0,0,4,1,0,0,24,0,1,1,0,1,0,1,0,1,1,0,1,0
0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,1,0,4,0,1,4,1,0,0,27,0,1,0,1,1,0,0,0,1,1,0,1,1
0,1,0,15,0,1,0,0,0,0,1,0,0,0,0,0,0,2360,0,0,0,1,0,0,1,0,2,0,0,2,0,1,0,36,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,15,1,0,0,0,0,1,0,0,0,0,0,0,0,6850,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,34,0,1,0,1,1,1,0,0,2,0,0,1,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1413,1,0,0,0,0,0,1,0,4,0,0,2,1,0,0,28,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,8588,0,0,1,0,0,1,0,0,4,0,0,2,0,1,0,45,0,1,0,1,1,1,0,0,1,0,0,0,1
1,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,759,1,0,0,0,0,0,0,1,4,0,0,2,0,0,1,26,0,1,0,1,1,0,1,0,1,1,0,1,1
1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,609,1,0,0,0,0,0,0,1,4,0,0,3,1,0,0,37,0,1,0,1,2,0,1,0,1,1,1,0,0
1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1361,1,0,0,0,1,0,0,0,2,0,0,4,0,0,1,40,0,1,0,1,1,0,0,0,2,1,1,0,1
0,0,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,7127,1,0,0,0,1,0,0,0,2,0,0,4,1,0,0,23,0,1,1,0,2,0,1,0,1,0,0,1,0
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,700,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,36,0,1,0,0,2,0,1,0,1,1,0,0,1
0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,1,5507,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,44,0,1,0,0,2,0,1,0,1,1,0,0,1
1,0,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,3190,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,24,0,1,0,1,1,0,1,0,1,1,0,1,0
1,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,7119,1,0,0,0,0,0,1,0,3,0,0,4,0,0,0,53,0,1,0,0,2,0,1,0,2,1,0,1,1
1,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,2302,1,0,0,0,0,0,1,0,4,0,0,4,0,1,0,31,0,1,1,0,1,0,1,0,1,1,0,1,1
0,0,1,36,0,0,0,1,0,0,0,0,1,0,0,0,0,2273,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,32,0,1,0,1,2,0,1,0,2,1,0,0,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1311,0,0,1,0,0,0,0,1,4,0,0,3,1,0,0,26,0,1,0,1,1,0,1,0,1,0,0,0,1
0,1,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,2319,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,33,0,1,1,0,1,0,1,0,1,1,0,1,1
1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,75,0,1,0,1,1,1,0,0,1,0,0,0,0
0,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,3612,1,0,0,0,0,1,0,0,3,0,0,4,1,0,0,37,0,1,0,1,1,0,1,0,1,0,0,0,0
1,0,0,48,0,0,0,1,0,1,0,0,0,0,0,0,0,7763,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,42,1,0,0,0,1,1,0,0,1,1,0,1,1
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1534,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,23,0,1,1,0,1,0,1,0,1,1,0,1,1
0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,2032,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,60,0,1,0,0,2,0,1,0,1,0,0,0,1
1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,6350,0,0,0,0,0,1,0,0,4,0,0,4,1,0,0,31,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1255,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,61,0,1,0,1,2,0,0,0,1,1,0,0,1
1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1333,1,0,0,0,0,0,0,0,4,0,0,2,0,0,1,43,0,1,0,0,2,0,1,0,2,1,0,1,1
0,0,0,24,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,1,0,0,0,0,0,1,0,4,0,0,4,0,1,0,37,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1552,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,32,1,0,0,1,1,0,1,0,2,1,0,0,1
0,0,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,8858,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,35,0,1,0,0,2,0,1,0,1,0,0,0,1
1,0,0,48,0,0,0,1,0,0,0,0,0,0,0,1,0,6999,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,34,0,1,0,1,2,0,1,0,1,0,0,1,1
0,0,1,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1995,0,0,1,0,1,0,0,0,4,0,0,1,0,1,0,27,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,3552,1,0,0,0,0,0,0,1,3,0,0,4,0,1,0,27,1,0,0,1,1,0,1,0,1,1,0,1,1
