Account_status...0.DM,Account_status....200.DM,Account_status.0..........200.DM,Duration,Credit_history.all.credits.at.this.bank.paid.back.duly,Credit_history.critical.account...other.credits.existing..not.at.this.bank.,Credit_history.delay.in.paying.off.in.the.past,Credit_history.existing.credits.paid.back.duly.till.now,Purpose.business,Purpose.car..new.,Purpose.car..used.,Purpose.domestic.appliances,Purpose.education,Purpose.furniture...equipment,Purpose.others,Purpose.radio...television,Purpose.repairs,Credit_amount,Savings_bonds...100.DM,Savings_bonds....1000.DM,Savings_bonds.100...........500.DM,Savings_bonds.500..........1000.DM,Present_employment_since...1.year,Present_employment_since....7.years,Present_employment_since.1...........4.years,Present_employment_since.4...........7.years,Installment_rate,Other_debtors_guarantors.co.applicant,Other_debtors_guarantors.guarantor,Resident_since,Property.building.society.savings.agreement...life.insurance,Property.car.or.other,Property.real.estate,Age,Other_installment_plans.bank,Other_installment_plans.none,Housing.rent,Housing.own,Existing_credits,Job.management...self.employed...highly.qualified.employee...officer,Job.skilled.employee...official,Job.unemployed...unskilled....non.resident,People_maintenance_for,Telephone.none,Foreign_worker.no,has.bad.credit.risk,Gender.Female
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1240,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,38,0,1,0,1,2,0,1,0,1,0,0,0,0
0,0,0,27,0,0,1,0,0,0,1,0,0,0,0,0,0,8613,0,1,0,0,0,0,1,0,2,0,0,2,0,1,0,27,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,766,0,0,0,1,0,0,1,0,4,0,0,3,0,0,1,66,0,1,0,1,1,0,0,0,1,1,0,1,1
0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,1,0,2728,0,0,0,0,0,0,0,1,4,0,1,2,0,0,1,35,1,0,0,1,3,0,1,0,1,0,0,0,1
0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1881,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,44,0,1,1,0,1,0,0,0,1,0,0,0,0
0,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,709,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,27,0,1,0,1,1,0,0,1,1,1,1,0,1
0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,1,0,4795,1,0,0,0,1,0,0,0,4,0,0,1,0,0,0,30,0,1,0,1,1,1,0,0,1,0,0,0,0
1,0,0,27,0,0,0,1,0,0,0,0,0,0,0,1,0,3416,1,0,0,0,0,0,1,0,3,0,0,2,0,1,0,27,0,1,0,1,1,1,0,0,1,1,0,0,1
1,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,2462,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,22,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,2288,1,0,0,0,1,0,0,0,4,0,0,4,1,0,0,23,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,1,48,1,0,0,0,1,0,0,0,0,0,0,0,0,3566,0,0,1,0,0,0,0,1,4,0,0,2,0,1,0,30,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,860,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,39,0,1,0,1,2,0,1,0,1,0,0,0,0
0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,682,0,0,1,0,0,0,0,1,4,0,0,3,0,1,0,51,0,1,0,1,2,0,1,0,1,0,0,0,0
1,0,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,5371,1,0,0,0,0,0,1,0,3,0,1,2,1,0,0,28,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,1582,0,1,0,0,0,1,0,0,4,0,0,4,0,1,0,46,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1346,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,42,1,0,0,0,1,0,1,0,2,0,0,0,1
0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,1924,1,0,0,0,0,0,1,0,1,0,0,4,1,0,0,38,0,1,0,1,1,0,1,0,1,0,1,0,1
0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,5848,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,24,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,24,0,1,0,0,0,0,1,0,0,0,0,0,0,7758,0,1,0,0,0,1,0,0,2,0,0,4,0,0,0,29,0,1,1,0,1,0,1,0,1,1,0,0,0
0,0,1,24,0,0,1,0,1,0,0,0,0,0,0,0,0,6967,0,0,1,0,0,0,0,1,4,0,0,4,0,1,0,36,0,1,1,0,1,1,0,0,1,0,0,0,1
1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1282,1,0,0,0,0,0,1,0,2,0,0,4,0,1,0,20,0,1,1,0,1,0,1,0,1,1,0,1,0
1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1288,0,0,1,0,0,1,0,0,3,0,1,4,0,0,1,48,0,1,0,1,2,0,1,0,2,1,1,0,1
1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,339,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,45,1,0,0,1,1,0,0,0,1,1,0,0,1
0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,0,0,3512,0,0,1,0,0,0,0,1,2,0,0,3,0,1,0,38,1,0,0,1,2,0,1,0,1,0,0,0,1
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1898,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,34,0,1,0,1,2,0,0,0,2,1,0,0,1
0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,2872,0,0,1,0,0,1,0,0,3,0,0,4,0,0,1,36,0,1,0,1,1,0,1,0,2,0,0,0,1
0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,1055,1,0,0,0,1,0,0,0,4,0,0,1,1,0,0,30,0,1,0,1,2,0,1,0,1,1,0,0,0
0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1262,0,0,0,1,0,0,0,1,4,0,0,3,1,0,0,36,0,1,0,1,2,0,1,0,1,0,0,0,1
0,0,1,10,0,0,0,1,0,1,0,0,0,0,0,0,0,7308,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,70,1,0,0,0,1,1,0,0,1,0,0,0,1
0,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,909,0,0,0,1,0,1,0,0,4,0,0,4,1,0,0,36,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,2978,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,32,0,1,0,1,1,0,1,0,1,0,0,0,1
1,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,1131,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,33,0,1,0,1,1,0,1,0,1,1,0,1,0
0,0,1,11,0,0,0,1,0,0,0,0,0,1,0,0,0,1577,0,1,0,0,1,0,0,0,4,0,0,1,0,0,1,20,0,1,0,1,1,0,1,0,1,1,0,0,0
0,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,3972,1,0,0,0,0,0,0,1,2,0,0,4,1,0,0,25,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,24,0,1,0,0,1,0,0,0,0,0,0,0,0,1935,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,31,0,1,0,1,2,0,1,0,1,0,0,1,1
1,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,950,1,0,0,0,0,1,0,0,4,0,0,3,0,1,0,33,0,1,1,0,2,0,1,0,2,1,0,1,1
0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,763,1,0,0,0,0,0,1,0,4,0,0,1,0,0,1,26,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,1,24,0,0,1,0,0,0,0,0,0,1,0,0,0,2064,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,34,0,1,0,1,1,1,0,0,1,0,0,1,0
0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1414,1,0,0,0,0,0,1,0,4,0,1,2,0,0,1,33,0,1,0,1,1,0,1,0,1,1,1,0,1
1,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,3414,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,26,0,1,0,1,2,0,1,0,1,1,0,1,1
0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,0,7485,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,53,1,0,0,1,1,1,0,0,1,0,0,1,0
1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,2577,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,42,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,338,0,0,0,1,0,1,0,0,4,0,0,4,0,1,0,52,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1963,1,0,0,0,0,0,0,1,4,0,0,2,0,1,0,31,0,1,1,0,2,1,0,0,2,0,0,0,1
1,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,571,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,65,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,9572,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,28,0,1,0,1,2,0,1,0,1,1,0,1,1
0,0,1,36,0,0,1,0,1,0,0,0,0,0,0,0,0,4455,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,30,0,0,0,1,2,1,0,0,1,0,0,1,1
1,0,0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1647,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,40,0,1,0,1,2,0,0,0,2,1,0,1,1
0,0,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,3777,0,1,0,0,0,0,1,0,4,0,0,4,0,0,1,50,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0,884,1,0,0,0,0,1,0,0,4,0,0,4,0,1,0,36,1,0,0,1,1,0,1,0,2,0,0,1,1
0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0,1360,1,0,0,0,0,0,1,0,4,0,0,2,1,0,0,31,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,5129,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,74,1,0,0,0,1,1,0,0,2,0,0,1,0
0,0,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1175,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,68,0,1,0,0,3,0,0,1,1,0,0,0,1
1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,674,0,0,1,0,0,0,0,1,4,0,0,1,1,0,0,20,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,3244,1,0,0,0,0,0,1,0,1,0,0,4,0,1,0,33,1,0,0,1,2,0,1,0,1,0,0,0,0
0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,4591,0,1,0,0,0,0,1,0,2,0,0,3,1,0,0,54,0,1,0,1,3,1,0,0,1,0,0,1,1
0,0,1,48,0,0,0,0,1,0,0,0,0,0,0,0,0,3844,0,0,1,0,0,0,0,1,4,0,0,4,0,0,0,34,0,1,0,0,1,0,0,0,2,1,0,1,1
0,0,1,27,0,0,0,1,1,0,0,0,0,0,0,0,0,3915,1,0,0,0,0,0,1,0,4,0,0,2,0,1,0,36,0,1,0,1,1,0,1,0,2,0,0,1,1
0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2108,1,0,0,0,0,0,0,1,2,0,0,2,0,0,1,29,0,1,1,0,1,0,1,0,1,1,0,0,1
0,0,1,45,0,0,0,1,0,0,0,0,0,0,0,1,0,3031,0,0,1,0,0,0,1,0,4,0,1,4,1,0,0,21,0,1,1,0,1,0,1,0,1,1,0,1,1
0,0,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1501,1,0,0,0,0,1,0,0,2,0,0,3,0,1,0,34,0,1,0,1,2,1,0,0,1,0,0,1,0
0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1382,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,28,0,1,0,1,2,0,1,0,1,0,0,0,0
0,0,1,12,0,0,0,1,0,0,0,0,0,1,0,0,0,951,0,0,1,0,1,0,0,0,4,0,0,4,0,1,0,27,1,0,1,0,4,0,1,0,1,1,0,1,0
0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,2760,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,36,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0,4297,1,0,0,0,0,1,0,0,4,0,0,3,0,0,0,40,0,1,0,1,1,1,0,0,1,0,0,1,1
0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,936,0,0,0,1,0,1,0,0,4,0,0,2,0,1,0,52,0,1,0,1,2,0,1,0,1,0,0,0,1
1,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1168,1,0,0,0,0,0,1,0,4,0,0,3,0,0,1,27,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,0,0,5117,1,0,0,0,0,0,0,1,3,0,0,4,0,1,0,26,0,1,0,1,2,0,1,0,1,1,0,0,1
1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,902,1,0,0,0,0,0,0,1,4,0,0,4,1,0,0,21,0,1,1,0,1,0,1,0,1,1,0,1,1
0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1495,1,0,0,0,0,1,0,0,4,0,0,1,0,0,1,38,0,1,0,1,2,0,0,0,2,1,0,0,1
1,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,10623,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,38,0,1,0,0,3,1,0,0,2,0,0,0,1
0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1935,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,43,0,1,0,1,3,0,1,0,1,0,0,0,1
0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1424,1,0,0,0,0,0,0,1,4,0,0,3,1,0,0,26,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,6568,1,0,0,0,0,0,1,0,2,0,0,2,0,1,0,21,0,0,0,1,1,0,0,0,1,1,0,0,1
0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1413,0,1,0,0,0,0,0,1,3,0,0,2,1,0,0,55,0,1,0,1,1,0,1,0,1,1,1,0,1
0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,3074,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,33,0,1,0,1,2,0,1,0,2,1,0,0,1
0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,3835,0,0,0,0,0,1,0,0,2,0,0,4,0,0,1,45,0,1,0,1,1,0,0,0,1,0,0,0,0
1,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,5293,1,0,0,0,0,0,0,0,2,0,0,4,1,0,0,50,0,0,0,1,2,0,1,0,1,0,0,1,1
0,1,0,30,0,0,1,0,1,0,0,0,0,0,0,0,0,1908,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,66,0,1,0,1,1,1,0,0,1,0,0,1,1
0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,3342,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,51,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,39,0,1,0,1,2,0,0,0,1,1,0,0,0
1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,3104,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,31,1,0,0,1,1,0,1,0,1,0,0,0,1
0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,3913,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,23,0,1,0,1,1,0,1,0,1,0,0,0,1
1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,3021,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,24,0,1,1,0,1,0,0,0,1,1,0,0,1
0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1364,1,0,0,0,0,0,1,0,2,0,0,4,0,1,0,64,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,625,1,0,0,0,1,0,0,0,4,0,1,1,0,0,1,26,1,0,0,1,1,0,0,0,1,1,0,0,1
1,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,1200,0,0,0,0,0,0,1,0,4,0,0,4,1,0,0,23,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,707,1,0,0,0,0,0,1,0,4,0,0,2,0,0,1,30,1,0,0,1,2,0,1,0,1,1,0,0,1
0,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,2978,0,0,0,0,0,0,1,0,4,0,0,4,0,0,1,32,0,1,0,1,2,0,1,0,2,0,0,0,1
0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,4657,1,0,0,0,0,0,1,0,3,0,0,2,0,1,0,30,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,2613,1,0,0,0,0,0,1,0,4,0,0,2,0,1,0,27,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,48,0,0,0,1,0,0,0,0,0,0,0,1,0,10961,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,27,1,0,0,1,2,0,1,0,1,0,0,1,1
1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,7865,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,53,0,1,0,0,1,1,0,0,1,0,0,1,1
0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,1478,1,0,0,0,0,0,0,1,4,0,0,2,0,1,0,22,0,1,0,1,1,0,1,0,1,1,0,1,1
1,0,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,3149,1,0,0,0,1,0,0,0,4,0,0,1,0,0,0,22,1,0,0,0,1,0,1,0,1,1,0,0,1
0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,1,0,4210,1,0,0,0,0,0,1,0,4,0,0,2,0,1,0,26,0,1,0,1,1,0,1,0,1,1,0,1,1
0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,2507,0,0,0,1,0,1,0,0,2,0,0,4,0,0,0,51,0,1,0,0,1,0,0,0,1,1,0,0,1
0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,2141,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,35,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,1,0,866,1,0,0,0,0,0,1,0,4,0,1,2,0,0,1,25,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1544,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,42,0,1,0,1,3,0,0,0,2,1,0,0,1
1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1823,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,30,0,0,0,1,1,1,0,0,2,1,0,1,1
0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,14555,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,23,0,1,0,1,1,0,0,1,1,0,0,1,1
0,0,1,21,0,0,0,1,1,0,0,0,0,0,0,0,0,2767,0,0,1,0,0,1,0,0,4,0,0,2,0,1,0,61,1,0,1,0,2,0,0,0,1,1,0,1,1
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1291,1,0,0,0,0,0,1,0,4,0,0,2,1,0,0,35,0,1,0,1,2,0,1,0,1,1,0,0,0
1,0,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,2522,1,0,0,0,0,1,0,0,1,0,1,3,1,0,0,39,0,1,0,1,1,0,1,0,2,1,0,0,1
1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,915,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,29,1,0,0,1,1,0,1,0,1,1,0,1,0
0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1595,1,0,0,0,0,0,0,1,3,0,0,2,1,0,0,51,0,1,0,1,1,0,1,0,2,1,0,0,1
1,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0,0,4605,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,24,0,1,0,0,2,0,1,0,2,1,0,1,1
0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1185,1,0,0,0,0,0,1,0,3,0,0,2,0,0,1,27,0,1,0,1,2,0,1,0,1,1,0,0,0
0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3447,0,0,0,1,0,0,1,0,4,0,0,3,0,0,1,35,0,1,0,1,1,0,0,0,2,1,0,0,0
0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,1258,1,0,0,0,0,0,0,1,4,0,0,1,0,0,1,25,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,717,1,0,0,0,0,1,0,0,4,0,0,4,0,0,1,52,0,1,0,1,3,0,1,0,1,1,0,0,1
0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1204,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,35,1,0,1,0,1,0,1,0,1,1,1,0,1
0,1,0,24,0,0,0,1,0,0,0,0,0,1,0,0,0,1925,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,26,0,1,0,1,1,0,1,0,1,1,0,0,1
0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,433,1,0,0,0,0,0,0,0,3,1,0,4,0,0,1,22,0,1,1,0,1,0,1,0,1,1,0,1,0
1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,666,0,1,0,0,0,0,0,1,3,0,0,4,0,0,1,39,0,1,0,1,2,0,0,0,1,0,0,0,0
0,1,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,2251,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,46,0,1,0,1,1,0,0,0,1,1,0,0,0
0,0,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,2150,1,0,0,0,0,0,1,0,4,0,1,2,0,0,0,24,1,0,0,1,1,0,1,0,1,1,0,1,0
0,0,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,4151,0,0,1,0,0,0,1,0,2,0,0,3,1,0,0,35,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,1,9,0,0,0,1,0,0,0,0,0,1,0,0,0,2030,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,24,0,1,0,1,1,0,1,0,1,0,0,0,1
0,0,1,60,0,0,1,0,0,0,0,0,0,0,0,1,0,7418,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,27,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,2684,1,0,0,0,0,0,1,0,4,0,0,2,0,0,1,35,0,1,0,1,2,0,0,0,1,1,0,0,1
1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,2149,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,29,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,3812,0,0,1,0,1,0,0,0,1,0,0,4,0,1,0,23,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1154,0,0,1,0,0,0,0,0,4,0,0,4,0,0,1,57,0,1,0,1,3,0,0,0,1,1,0,0,0
1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1657,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,27,0,1,0,1,1,0,1,0,1,1,0,0,1
1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1603,1,0,0,0,0,1,0,0,4,0,0,4,0,1,0,55,0,1,0,1,1,0,1,0,1,1,0,0,0
1,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,5302,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,36,0,1,0,0,3,1,0,0,1,0,0,0,1
0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,2748,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,57,1,0,0,0,3,0,0,0,1,1,0,0,0
0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1231,1,0,0,0,0,1,0,0,3,0,0,4,0,0,1,32,0,1,0,1,2,0,0,0,2,1,1,0,1
0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,1,0,802,1,0,0,0,0,1,0,0,4,0,0,3,0,1,0,37,0,1,0,1,1,0,1,0,2,1,0,1,1
0,0,0,36,0,1,0,0,1,0,0,0,0,0,0,0,0,6304,0,0,0,0,0,1,0,0,4,0,0,4,0,0,1,36,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,1533,1,0,0,0,1,0,0,0,4,0,0,3,0,1,0,38,0,0,0,1,1,0,1,0,1,0,0,0,0
1,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,8978,1,0,0,0,0,1,0,0,1,0,0,4,1,0,0,45,0,1,0,1,1,1,0,0,1,0,1,1,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,25,0,1,0,1,2,0,1,0,1,1,0,0,1
0,0,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,0,1,4,0,0,3,1,0,0,32,0,1,0,1,1,0,1,0,1,1,1,0,1
0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1402,0,0,0,1,0,0,0,1,3,0,0,4,0,1,0,37,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,48,1,0,0,0,0,1,0,0,0,0,0,0,0,12169,0,0,0,0,0,0,0,0,4,1,0,4,0,0,0,36,0,1,0,0,1,1,0,0,1,0,0,0,1
0,0,1,48,0,0,0,1,0,0,0,0,0,0,0,1,0,3060,1,0,0,0,0,0,0,1,4,0,0,4,0,0,1,28,0,1,0,1,2,0,1,0,1,1,0,1,1
1,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,1,11998,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34,0,1,0,1,1,0,0,0,1,0,0,1,1
0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,2697,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,32,0,1,0,1,1,0,1,0,2,1,0,0,1
